year,semester,timeInterval,teamNumber,semesterId,teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,leadAdminHoursResponseCount,leadAdminHoursTotal,leadAdminHoursAverage,leadAdminHoursStandardDeviation,globalLeadAdminHoursResponseCount,globalLeadAdminHoursTotal,globalLeadAdminHoursAverage,globalLeadAdminHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageLeadAdminHoursResponseCountByWeek,standardDeviationLeadAdminHoursResponseCountByWeek,averageLeadAdminHoursTotalByWeek,standardDeviationLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursResponseCountByWeek,standardDeviationGlobalLeadAdminHoursResponseCountByWeek,averageGlobalLeadAdminHoursTotalByWeek,standardDeviationGlobalLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursAverageByWeek,standardDeviationGlobalLeadAdminHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationUniqueCommitMessageCountByStudent,averageUniqueCommitMessagePercentByStudent,standardDeviationUniqueCommitMessagePercentByStudent,averageCommitMessageLengthTotalByStudent,standardDeviationCommitMessageLengthTotalByStudent,averageCommitMessageLengthAverageByStudent,standardDeviationCommitMessageLengthAverageByStudent,averageCommitMessageLengthStandardDeviationByStudent,issueCount,onTimeIssueCount,lateIssueCount,processLetterGrade
-1.7027866517841652,1,-1.5801673161183745,-1.53798679258448,-1.5887667886745664,-1.816470993384855,-1.043987269858285,0,0,-1.4038364033878987,-1.1939233675737435,-0.5043019897860028,-1.237904198895376,-1.1379791809499107,0.028539825812552946,-1.2460011941302445,-1.1261872016697523,2.234238428311472,-0.8442183020125291,-1.034982550557327,-1.4424863138946091,-1.3641389495146634,-1.0891546186425298,-0.15017086333012822,-1.3344099592551437,-1.2407875938375021,-0.8053713182776864,-0.28278030289407396,-0.8042956185155647,0.22075975875375806,-0.34881527936431594,1.9573950691362878,-0.6711462958638416,-1.6946273362086435,-0.7820598451773532,-1.3008664389960405,-1.1044844824787459,-0.5059773097604238,-1.1344532347618301,-1.2311567439769278,-1.0701188910079196,0.04146539276770277,-1.1155690518940522,-0.5957902551375742,-0.9753537511748572,2.1349550352282143,-0.6411721633180631,-1.0139203488315884,-0.9420694063319547,-1.4760863776868374,-1.1736915173918032,-1.2204859030734867,-1.0783068510612865,-0.14774362895609455,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.3878428920102331,-0.8042360767138739,2.7969036808331627,-0.2886326872480923,1.7826157945944086,-0.8260866245589443,1.9971464907640586,-0.6885733845768787,-1.4195402422663461,-0.9252772541223453,-1.0984814693460623,-1.004264788728659,-0.5040780911929494,-1.0257998909419381,-1.025165563838617,-1.0083987379321697,0.009167021044007293,-1.0110279699156521,-0.5584145888219563,-0.9893048342202949,2.155844250403548,-0.7126999194901753,-1.1035192577307638,-0.9253252120352589,-1.4700782381463486,-1.0629774340759541,-0.9307790746599359,-1.06519166102465,-0.16382376954137157,-1.236234791010735,-0.8586973851956824,-0.851317515614822,0.23037780091914664,-0.8540905798952588,-0.9191479065456828,-0.6387689286683718,-0.8858385512541075,-0.9209958794477092,-0.8863743575560035,-0.955104633275311,0.117422088905353,-0.9906108020706311,-0.9021549363577474,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.7784226832860621,-0.7927998517331625,0.15674877639237855,-1.0220648183467484,-0.8734979027030939,-0.7430380805575533,-0.9164089401886979,-0.8480055156754752,-0.5370639158236946,0.2214965398221141,0.4884932352800829,-0.49431964199362743,1
-0.789698157349139,1,-1.5801673161183745,-0.6303590140703909,-0.6406317696268414,-1.816470993384855,0.9571715632306563,1,0,-1.29340172521851,-1.0650548241198317,0.5541604375500163,0.9889898093495401,-1.048752417430369,0.13121151671954606,0.19290389078509032,-1.161086758135884,-0.2421988288099225,-0.46335180876716114,-1.0157659562793355,-1.1833351833243881,-1.0968391455305257,-0.8342448821878199,2.3047548967555116,1.752582593603984,-1.2407875938375021,-0.787173457219029,-0.13986468759432183,-0.8042956185155647,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,-0.9360085733103262,-0.7820598451773532,-0.45852209345854017,-1.1044844824787459,0.5913351403928769,-1.1344532347618301,-0.6143628581443533,-1.0701188910079196,0.14526250611374417,-1.1155690518940522,-0.7991608573565948,-0.9753537511748572,-0.2419886215576489,-0.6411721633180631,-0.9169656139412161,-0.9420694063319547,-1.2071918699484367,-1.1736915173918032,0.5463635180713138,-1.0783068510612865,2.3557038148038596,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.29210216940471057,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.4195402422663461,-0.9252772541223453,-0.9908574807323365,-0.6223965119949668,0.5090913413987295,1.1349846752158197,-1.0145490160401707,-0.7474112519610743,0.108420931970044,0.4349280534062178,-1.1078314394394828,-0.8969529742723437,-0.2407206608053036,-0.35863903206203523,-1.0686870170131852,-0.8884281747629064,-1.2076738580352362,-0.8330255698970873,-0.630926311531288,-0.6094938498299849,2.2412614601365397,1.6288306647267619,-0.8586973851956824,-0.851317515614822,0.23037780091914664,-0.8432404078787765,-0.3268100379239261,-0.8341219992464186,-0.8858385512541075,-0.9209958794477092,-0.8863743575560035,-0.955104633275311,0.117422088905353,-0.9906108020706311,-0.841880365556182,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.7784226832860621,-0.7927998517331625,0.15674877639237855,-1.0220648183467484,-0.8139092141975175,-0.7430380805575533,-0.33954866214000423,-0.8480055156754752,-0.8577679440639965,0.2214965398221141,0.4884932352800829,-0.49431964199362743,0
-0.789698157349139,1,-1.5801673161183745,-0.5478473978418372,-0.6406317696268414,-0.986724984060909,-1.043987269858285,0,0,-1.29340172521851,-1.160513003348571,-1.0742431790983031,-0.9197764833354093,-1.1082369252011621,-0.8955044274941172,-1.2460011941302445,-1.1192072825052788,0.07394211659451783,-0.6537850553898451,-1.0157659562793355,-1.1833351833243881,-1.0968391455305257,-1.0631434195817948,-0.7814374044878902,-1.3344099592551437,-1.2407875938375021,-0.787173457219029,-0.13986468759432183,-0.8042956185155647,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,-0.9360085733103262,-0.7820598451773532,-1.0824808606916858,-1.1044844824787459,-1.0968377378075556,-1.1344532347618301,-1.0255587734455953,-1.0701188910079196,-0.8927076519142549,-1.1155690518940522,-0.5551160888255579,-0.9753537511748572,0.061451012403783874,-0.6411721633180631,-0.9169656139412161,-0.9420694063319547,-1.2071918699484367,-1.1736915173918032,-1.0401951356711707,-1.0783068510612865,-0.791487172849437,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.29210216940471057,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.4195402422663461,-0.9252772541223453,-1.156432835861189,-0.9497121777377721,-1.049630749910852,-0.7171163813271256,-1.1207143942557254,-1.0083987379321697,-0.884117244552611,-1.0110279699156521,-1.0376931138768737,-0.9431289042463192,0.06522381429654839,-0.5356694757761052,-1.0686870170131852,-0.8884281747629064,-1.2076738580352362,-0.8330255698970873,-1.0078840607717017,-1.06519166102465,-0.7822741759909062,-1.236234791010735,-0.834114278341663,-0.8719656625028905,-1.6035694917902537,-0.862925719965823,-1.4014801709948275,-0.9950794887766258,-0.7345472736441895,-0.9209958794477092,-1.010224531736007,-0.955104633275311,-1.712932779094021,-0.9906108020706311,-0.951235658296165,-0.9484773948521901,-0.6491986688769347,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,-1.6860252006437308,-1.0220648183467484,-0.9220201204862062,-0.7430380805575533,-1.3861380237426342,-0.8480055156754752,-1.1220059983471553,-0.30723713588228735,-0.16123469530486406,-0.49431964199362743,1
-1.7027866517841652,1,-1.5801673161183745,-1.7305138971177716,-1.5887667886745664,0.6727670345869831,-1.043987269858285,0,1,-1.4038364033878987,-1.1939233675737435,-0.5043019897860028,-1.237904198895376,-1.1587987577380123,-1.04951186736898,-1.2460011941302445,-1.2361208202805614,-0.25537140533845415,-0.8442183020125291,-1.034982550557327,-1.4424863138946091,-1.3641389495146634,-1.0891546186425298,-0.15017086333012822,-1.3344099592551437,-1.547778810063559,-0.2958313910505737,-0.2178186817668944,-0.16558916860209888,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,-1.6946273362086435,-0.7820598451773532,-1.3008664389960405,-1.1044844824787459,-0.5059773097604238,-1.1344532347618301,-1.3750753078920066,-1.0701188910079196,-1.0484032243900756,-1.1155690518940522,-1.2364077438639138,-0.9753537511748572,-0.2546319752840481,-0.6411721633180631,-1.0139203488315884,-0.9420694063319547,-1.4760863776868374,-1.1736915173918032,-1.2204859030734867,-1.0783068510612865,-0.14774362895609455,-1.0568363412830353,-2.019786763838296,-0.8935797220820356,-0.268167031310066,-0.2517690246179623,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.4195402422663461,-0.9252772541223453,-1.0984814693460623,-1.004264788728659,-0.5040780911929494,-1.0257998909419381,-1.136639205976504,-1.0083987379321697,-1.0329980176678948,-1.0110279699156521,-1.110753877910319,-0.9893048342202949,-0.25346838320679416,-0.7126999194901753,-1.1035192577307638,-0.9253252120352589,-1.4700782381463486,-1.0629774340759541,-0.9307790746599359,-1.06519166102465,-0.16382376954137157,-1.236234791010735,-0.875086123098362,-0.8616415890588562,0.9855858773107626,-0.8559506093837986,-0.6399029113382831,-0.8842198796676628,-0.9866994029940529,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.91248771992373,-0.9484773948521901,-0.8696089853046095,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.883713106446907,-0.7430380805575533,-0.6444605233943137,-0.8480055156754752,-0.9400118115898725,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,0
-1.7027866517841652,1,-1.5801673161183745,-1.648002280889218,-1.5887667886745664,0.6727670345869831,-0.04310764946846655,0,1,-1.29340172521851,-1.0435767420164905,0.9205511113040709,-0.09087840893950379,-1.0755204505856062,-0.33081073822194096,-0.8469207274309336,-0.7108824202511398,3.1563161446625267,0.6792476701610034,-0.9340954351125701,-0.08194293928526522,0.024791574384526623,-1.016323269094559,-0.15017086333012822,-1.3344099592551437,-1.2407875938375021,-0.7416788273742972,0.2174241715818564,-0.8042956185155647,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,-0.9360085733103262,-0.7820598451773532,-0.31813142458122795,-1.1044844824787459,0.9711738928578685,-1.1344532347618301,-0.7994010522316909,-1.0701188910079196,-0.3218241459216006,-1.1155690518940522,1.8243202578285973,-0.9753537511748572,3.0199872615208743,-0.6411721633180631,-0.5049080134354348,-0.9420694063319547,-0.064390275233635,-1.1736915173918032,-0.7156718085640359,-1.0783068510612865,-0.14774362895609455,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.05275048285398694,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.4195402422663461,-0.9252772541223453,-0.9536030400626503,-0.6600533910134502,0.8598036779420013,0.9219049093635925,-1.0623234445140883,-0.8817251601295275,-0.33822132484590517,-0.3092149226810908,-0.3538444817112782,-0.3428418437259325,3.0481822630302915,1.7657261807841718,-0.9206500021468761,-0.5898106254549177,-0.09245530421163504,1.0280361092028334,-0.9307790746599359,-1.06519166102465,-0.16382376954137157,-1.236234791010735,-0.8832804920497017,-0.8719656625028905,0.9855858773107626,-0.8609106880199049,-0.9614577543043796,-0.9950794887766258,-1.0371298288640256,-0.9209958794477092,-1.010224531736007,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.9400418094330171,-0.9484773948521901,-0.9136910485901445,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.9109536497637419,-0.7430380805575533,-0.9576132457636045,-0.8480055156754752,-1.1220059983471553,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,0
-0.789698157349139,1,-1.5801673161183745,-0.7403745023751289,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,0,1,-1.0725323688797326,-1.055509006130137,-0.9579286349298644,-0.7806044293853323,-0.9654741064679806,-0.5434875321811398,-0.6723340896583153,-1.0633679816644719,-0.40779646672084446,-0.3411142856786464,-1.025374253423936,-1.386953928804813,-1.192303361309298,-0.9695031088479221,-0.7213167757689444,-0.7727474704094642,-0.9337963776114454,-0.8235691679990803,-0.8544425400014777,-0.435538277816662,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,0.5812289524863085,-0.7820598451773532,-0.39612621629845435,-1.1044844824787459,-0.9762539606666261,-1.1344532347618301,-0.038688576146940344,-1.0701188910079196,-0.5368321690061028,-1.1155690518940522,-0.22972306411750856,-0.9753537511748572,-0.4009331915762032,-0.6411721633180631,-0.9654429814146808,-0.9420694063319547,-1.4184661260622204,-1.1736915173918032,-0.39114841381181237,-1.0783068510612865,-0.7301782580419947,-1.0568363412830353,1.9428583854939208,-0.8935797220820356,-0.4835835549693067,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.3643411588735481,-0.36857784130321647,-1.1233177648354187,-0.9464030070992309,-0.8937585407798939,-0.7817641488327174,-1.0570151673263926,-0.931622952497922,-0.48710197394354926,-0.6939811378992414,-1.1195211604279551,-0.8423739248865475,-0.419188271147533,-0.33069750957836397,-1.0948111975666082,-0.9000635375115866,-1.4044771432333722,-0.9055401551389004,-0.9821823960957423,-0.963146533905501,-0.713557456627247,-0.6739410281264892,-0.8586973851956824,-0.8616415890588562,-0.5248302754724694,-0.8392103439869403,-0.10679882957870224,-0.8350674258827772,-0.8858385512541075,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,-0.6363066493582668,-0.9906108020706311,-0.8194926678298862,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,-0.6020940736471987,-1.0220648183467484,-0.7917762727525891,-0.7430380805575533,-0.12528627315048946,-0.8480055156754752,-0.8593200165744962,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,0
-0.789698157349139,1,-1.5801673161183745,-0.7128706302989444,-0.6406317696268414,1.502513043910929,-0.18600467985405547,0,1,-0.9620976907103439,-0.9982340986263037,-0.9114028174334713,-0.6643913035800145,-0.9297834018263242,-0.6901612386513847,-0.4232757356710004,-1.0284684185778932,-0.47052284484314366,-0.3931241407737292,-0.714705979257469,-0.0027578105755435988,3.550377390287025,-0.9382896719123541,-0.7814374044878902,-0.18128338945599612,-1.2407875938375021,-0.8963605894317981,-0.997358111283236,-0.8042956185155647,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,1.3398477153846258,-0.7820598451773532,-0.021750956176952534,-1.1044844824787459,-0.9280204499875125,-1.1344532347618301,0.20802897288988623,-1.0701188910079196,-0.6851136203086553,-1.1155690518940522,-0.026352423319079124,-0.9753537511748572,-0.46113946821906915,-0.6411721633180631,0.6019918993412869,-0.9420694063319547,0.01777199879446527,-1.1736915173918032,-0.17479950635708819,-1.0783068510612865,-0.791487172849437,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.8665463254283141,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.3249368941840283,-0.2504556602538908,-1.1020295049026985,-0.842285542083395,-0.8714910828002308,-0.4491483667024524,-1.0570151673263926,-0.748849210613546,-0.7139678433096552,-0.13464627664306517,-1.1195211604279551,-0.8060497934459562,-0.4993165862463762,-0.2562948463441617,-0.8547175383020729,-0.17131347406973424,0.38549559247537163,3.643876538462131,-0.9785107297391641,-0.8941023413767888,-0.6644740858593549,-0.10883606174265796,-0.8013368025363037,-0.7790490015065825,0.7109922207347711,-0.8178200048687322,-0.5060514769688697,-0.6305284823951672,-0.8101929124491485,-0.6776702471349771,-0.762524183376,-0.671142557386126,0.7036723015267965,-0.4016945825432742,-0.8259506575586253,-0.8211851137144272,-0.8769574652543082,-0.712653110259977,-0.842536399856799,-0.741872952367238,0.9155916264319558,-1.0220648183467484,-0.8807336720216282,-0.7092854749082269,-0.7149654852490288,-0.2389609902682693,-1.0041570321985107,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,0
-0.789698157349139,1,-1.5801673161183745,-0.6853667582227598,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,0,1,-0.9068803516256495,-0.9409591911224705,-0.7485624557686392,0.3873517351412328,-0.8821957957762464,-0.5874896447690443,0.0791022117462743,-0.8818902538341306,-0.20004670253469853,-0.19786643005775328,-1.0093604248533383,-1.338825861575818,-1.1469835622452753,-0.7406045715996099,-0.06600191713520431,0.3960004499176936,-0.9337963776114454,-0.7143820357863112,-0.42569582915742965,-0.0667809371177592,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,1.7191570968337846,-0.7820598451773532,0.3526243039445493,-1.1044844824787459,-0.7592031621674691,-1.1344532347618301,0.5369857039795313,-1.0701188910079196,-0.5813166050507897,-1.1155690518940522,0.8278042667530895,-0.9753537511748572,-0.20153000348371683,-0.6411721633180631,-0.8846473689777584,-0.9420694063319547,-1.368528574497364,-1.1736915173918032,1.1954102389210441,-1.0783068510612865,-0.06191108093301272,-1.0568363412830353,1.9428583854939208,-0.8935797220820356,0.09086060105429676,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.1987770215226246,-0.22110200670316932,-1.023972551758107,-0.7054678327262814,-0.5040780183616628,0.6963387411573468,-0.9826994026312411,-0.6960094391800838,-0.48710197394354926,0.15818297316219637,-0.9675547883142646,-0.7385053386418383,-0.1897299152226963,-0.244321391043597,-1.0802977639190448,-0.8827201832498726,-1.3826101114426446,-0.9302146634464682,-0.7937035213855796,-0.7880341728646425,0.007968092362022075,-0.28634543163731047,-0.8177255404389834,-0.7996971483946509,0.6499714081623286,-0.8145649532637875,-0.22808593155769316,-0.3331230238324736,-0.6336864219042442,-0.9209958794477092,-0.5767489221059949,-0.955104633275311,0.5361937758846201,-0.9906108020706311,-0.6825832855806161,-0.9484773948521901,-0.5610345423058647,-0.7517985392294502,-0.5036574627034927,-0.7927998517331625,0.5783618638743677,-1.0220648183467484,-0.6564248231470654,-0.7430380805575533,-0.24340418368374,-0.8480055156754752,-0.035296154477639036,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,0
-0.789698157349139,1,-1.5801673161183745,-0.6578628861465753,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,0,1,-1.0173150297950382,-1.0650548241198317,-1.1760184048182312,-0.8333453599093784,-1.048752417430369,-1.2805229064394845,-0.6568081814744032,-1.0773278068746737,-0.5319946952923476,-0.577017315569091,-0.9901438305753468,-1.215729074815734,-0.7210030394514788,-0.9590986298572608,-0.7814374044878902,-0.8350915074787111,-1.2407875938375021,-0.8599648786517468,-0.7115269697201283,-0.8042956185155647,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,0.9605383339354672,-0.7820598451773532,-0.45852209345854017,-1.1044844824787459,-1.2023485423627236,-1.1344532347618301,-0.6143628581443533,-1.0701188910079196,-1.2819464610385212,-1.1155690518940522,-0.31107132029452095,-0.9753537511748572,-0.5201416192228738,-0.6411721633180631,-0.787692634087386,-0.9420694063319547,-1.240803683592199,-1.1736915173918032,-0.31903211124276853,-1.0783068510612865,-0.791487172849437,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.6750649398637178,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.3091751883082205,-0.22110200670316932,-1.1315965326353248,-0.8487659226236132,-1.166534906554488,-0.6285384853392658,-1.1313309321330176,-0.8220866860087499,-1.281132515161673,-0.376934307371601,-1.1312108812936856,-0.8810126793365058,-0.5211697628481503,-0.45274531520465244,-1.0628816435907338,-0.8262627937828245,-1.2951419847389405,-0.7516211381028767,-0.9736151744771187,-0.9262051315695324,-0.8509908953545655,-0.8203008791805936,-0.8668917541470221,-0.8616415890588562,-0.02125753013453995,-0.8455654447394513,-0.13782717953102017,-0.5537751788959759,-0.9362689771240802,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,-0.13372032668408523,-0.9906108020706311,-0.8547963450136602,-0.9484773948521901,-0.8255269220190745,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,-0.09609766124080872,-1.0220648183467484,-0.8266782188772839,-0.7430380805575533,-0.15550386268690297,-0.8480055156754752,-0.39753276923562164,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,0
-0.789698157349139,1,-1.5801673161183745,-0.6028551419942063,-0.6406317696268414,-0.986724984060909,-1.043987269858285,0,0,-1.29340172521851,-1.150967185425697,-0.9114028174334713,-0.9197764833354093,-1.1439276298636378,-1.5115339940223151,-1.2460011941302445,-1.2239059715940066,-0.7164102471932059,-0.5922987963498406,-1.034982550557327,-1.4424863138946091,-1.3641389495146634,-1.094356856517363,-1.2022818099393773,-0.9267181510487916,-1.2407875938375021,-0.8963605894317981,-0.997358111283236,-0.8042956185155647,-0.3221358413234596,-0.14822865611369113,-0.10154070571045316,-0.13323893654734092,-0.9360085733103262,-0.7820598451773532,-1.020084983968371,-1.1044844824787459,-0.9280204499875125,-1.1344532347618301,-1.2722763226263405,-1.0701188910079196,-1.5154897467310544,-1.1155690518940522,-1.16522801022433,-0.9753537511748572,-0.6971480727653073,-0.6411721633180631,-1.0139203488315884,-0.9420694063319547,-1.4760863776868374,-1.1736915173918032,-1.256544043125895,-1.0783068510612865,-1.2206495810077391,-1.0568363412830353,-0.03846418917218772,-0.8935797220820356,-0.8665463254283141,-0.8042360767138739,-0.3655800061196721,-0.2886326872480923,-0.11700118534417331,-0.12323349285436107,-0.09828072501279438,-0.12172424471906267,-1.4195402422663461,-0.9252772541223453,-1.139875300348304,-0.9497121777377721,-0.8937585407798939,-0.7171163813271256,-1.184413621185058,-1.0083987379321697,-1.4796401504662038,-1.0110279699156521,-1.213038927844767,-0.9282198206859885,-0.6996373737257826,-0.47851065559548217,-1.1035192577307638,-0.9253252120352589,-1.4700782381463486,-1.0629774340759541,-1.059287390303532,-1.0050087283538076,-1.1945744907298108,-0.857852369185699,-0.8832804920497017,-0.8719656625028905,0.9855858773107626,-0.855175597096907,0.29091373935304865,-0.9950794887766258,-1.0371298288640256,-0.9209958794477092,-1.010224531736007,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.9081823934379039,-0.9484773948521901,-0.9136910485901445,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.8794567715536515,-0.7430380805575533,0.2620341992536334,-0.8480055156754752,-1.1220059983471553,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1
