school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
1,1,1.0217506382926023,1,1,0,1.1424068380233368,1.3586475565813123,3,4,0,2,0.7912472714963356,-0.042232285573419244,-0.4493737345213428,0,1,1,1,0,0,1,1,0.062115282287006204,-0.2357112680480649,0.8004641259513694,-0.540013794192499,-1.0025177860351853,-0.39878373541518675,0.03637832807313696,3
1,1,0.23807781863128694,1,1,1,-1.5979820345630076,-1.3981972286050837,3,2,0,1,-0.642434711260786,-0.042232285573419244,-0.4493737345213428,1,0,1,1,1,0,0,1,1.1773669415309842,-0.2357112680480649,-0.09778396993155947,-0.540013794192499,-1.0025177860351853,-0.39878373541518675,-0.21352496912493457,3
1,1,-1.3292678206913437,1,0,1,-1.5979820345630076,-1.3981972286050837,3,2,1,2,-0.642434711260786,-0.042232285573419244,3.584776836749803,0,1,0,1,0,0,0,1,0.062115282287006204,-0.2357112680480649,-0.9960320658144883,0.5826464621550649,0.5504019217448074,-0.39878373541518675,0.5361849224692801,7
1,1,-1.3292678206913437,1,1,1,1.1424068380233368,-0.479248966876285,1,0,3,2,-0.642434711260786,1.1493214859623315,-0.4493737345213428,1,0,0,0,0,0,0,0,-1.0531363769569717,-1.2368505248113515,-0.9960320658144883,-0.540013794192499,-1.0025177860351853,1.039751200557405,-0.4634282663230061,12
1,1,-0.5455950010300283,1,1,1,0.22894388049455536,0.4396992948525137,2,2,3,1,-0.642434711260786,-0.042232285573419244,-0.4493737345213428,1,0,0,1,0,0,1,1,0.062115282287006204,-0.2357112680480649,-0.9960320658144883,-0.540013794192499,-0.226057932145189,1.039751200557405,-0.21352496912493457,7
1,0,-0.5455950010300283,1,0,1,1.1424068380233368,0.4396992948525137,0,2,2,2,-0.642434711260786,-0.042232285573419244,-0.4493737345213428,1,0,0,0,0,0,0,1,1.1773669415309842,0.7654279887152218,-0.9960320658144883,-0.540013794192499,-0.226057932145189,1.039751200557405,0.5361849224692801,12
1,0,-0.5455950010300283,1,0,1,-0.6845190770342261,-0.479248966876285,2,2,3,2,-0.642434711260786,-0.042232285573419244,-0.4493737345213428,1,1,1,1,0,0,0,1,0.062115282287006204,0.7654279887152218,0.8004641259513694,-0.540013794192499,-1.0025177860351853,-0.39878373541518675,-0.7133315635210776,8
1,1,0.23807781863128694,1,1,0,1.1424068380233368,1.3586475565813123,2,4,3,2,0.7912472714963356,-0.042232285573419244,-0.4493737345213428,0,0,1,1,0,0,1,1,0.062115282287006204,-2.237989781574638,0.8004641259513694,-0.540013794192499,-1.0025177860351853,-1.8373186713877785,0.03637832807313696,3
1,0,-1.3292678206913437,1,0,0,0.22894388049455536,-0.479248966876285,0,2,3,2,-0.642434711260786,-0.042232285573419244,-0.4493737345213428,1,0,0,1,0,0,0,1,0.062115282287006204,-1.2368505248113515,-0.9960320658144883,-0.540013794192499,-1.0025177860351853,-1.8373186713877785,-0.7133315635210776,16
1,0,-1.3292678206913437,1,1,1,0.22894388049455536,1.3586475565813123,2,2,3,2,-0.642434711260786,-0.042232285573419244,-0.4493737345213428,1,0,0,0,0,0,0,1,1.1773669415309842,1.7665672454785084,-1.8942801616974172,-0.540013794192499,-1.0025177860351853,1.039751200557405,-0.7133315635210776,12
