year,timeInterval,semesterId,teamMemberCount,femaleTeamMembersPercent,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,leadAdminHoursResponseCount,leadAdminHoursTotal,leadAdminHoursAverage,leadAdminHoursStandardDeviation,globalLeadAdminHoursResponseCount,globalLeadAdminHoursTotal,globalLeadAdminHoursAverage,globalLeadAdminHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageLeadAdminHoursResponseCountByWeek,standardDeviationLeadAdminHoursResponseCountByWeek,averageLeadAdminHoursTotalByWeek,standardDeviationLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursResponseCountByWeek,standardDeviationGlobalLeadAdminHoursResponseCountByWeek,averageGlobalLeadAdminHoursTotalByWeek,standardDeviationGlobalLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursAverageByWeek,standardDeviationGlobalLeadAdminHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationUniqueCommitMessageCountByStudent,averageUniqueCommitMessagePercentByStudent,standardDeviationUniqueCommitMessagePercentByStudent,averageCommitMessageLengthTotalByStudent,standardDeviationCommitMessageLengthTotalByStudent,averageCommitMessageLengthAverageByStudent,standardDeviationCommitMessageLengthAverageByStudent,averageCommitMessageLengthStandardDeviationByStudent,issueCount,onTimeIssueCount,lateIssueCount,semester_Fall,semester_Spring,teamLeadGender_F,teamLeadGender_M,teamDistribution_Global,teamDistribution_Local,processLetterGrade
-1.7027866517841652,-1.5801673161183745,-1.5887667886745664,-1.816470993384855,-1.043987269858285,-1.4038364033878987,-1.1488620930228803,-0.4259063209494892,-1.1909346371202403,-1.0963759110770313,0.07479301172818482,-1.1975851862827853,-1.0785298342000478,2.226570806629043,-0.8199155083662095,-1.0051020371750927,-1.3718446840558831,-1.3030020734124965,-1.052679909427459,-0.11115706897252278,-1.2794629691495514,-1.1753696633695683,-0.7349886736416894,-0.18953428588212995,-0.7382340826495839,0.22075975875375806,0.2991421539907374,2.6871551170967365,-0.19015266685794857,-1.5635140934120615,-0.7650780790877013,-1.2316361528290332,-1.0669514091491328,-0.42490281536550234,-1.0934644948579024,-1.1642736382579222,-1.0336016520784896,0.08670982323939974,-1.0756257206945297,-0.5500870084295961,-0.9439141353805923,2.1296370383926164,-0.6246663503953606,-0.9814096295191117,-0.9143335918643117,-1.4019759426389802,-1.130369088358895,-1.1574343695653175,-1.0432118138545896,-0.1080782675993301,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,-0.3147526006087357,-0.74548041096356,2.7969036808331627,-0.2886326872480923,2.490408182907031,-0.19702213893384327,2.7324804415551758,-0.18309563160804176,-1.3304320649263657,-0.8979439644111481,-1.0527141295370592,-0.9754687406121717,-0.4294801125962853,-0.9941976381078562,-0.9819692228916522,-0.9782027943336857,0.05527605646957723,-0.9790965491760439,-0.5206111798162185,-0.9603659380133915,2.1502480733260536,-0.69489782810595,-1.0672755139853412,-0.9008908724111846,-1.3969598527912934,-1.026913502814975,-0.8966974753767706,-1.0328743259958786,-0.12506190649683654,-1.1893197898011894,-0.8586973851956824,-0.851317515614822,0.23037780091914664,-0.8540905798952588,-0.9191479065456828,-0.6387689286683718,-0.8858385512541075,-0.9209958794477092,-0.8863743575560035,-0.955104633275311,0.117422088905353,-0.9906108020706311,-0.9021549363577474,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.7784226832860621,-0.7927998517331625,0.15674877639237855,-1.0220648183467484,-0.8734979027030939,-0.7430380805575533,-0.9164089401886979,-0.8480055156754752,-0.5370639158236946,0.2214965398221141,0.4884932352800829,-0.49431964199362743,1,0,0,1,1,0,1
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,-1.816470993384855,0.9571715632306563,-1.29340172521851,-1.0222689685124025,0.5728462879012977,0.995742571943592,-1.0086061723304331,0.17208732223467363,0.21478723691447338,-1.112758425795093,-0.21422514122072236,-0.44230338865028107,-0.9861143262009431,-1.119221393126139,-1.0417051021538306,-0.8014780031905142,2.2674616831060184,1.7426851911756243,-1.1753696633695683,-0.7172983631982112,-0.05431719300845118,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,-0.8427802487710525,-0.7650780790877013,-0.41251793889107097,-1.0669514091491328,0.607199034419828,-1.0934644948579024,-0.564448502037055,-1.0336016520784896,0.18502678127302927,-1.0756257206945297,-0.7483685858191966,-0.9439141353805923,-0.21522526059506286,-0.6246663503953606,-0.8856374715593444,-0.9143335918643117,-1.1401631975596955,-1.130369088358895,0.5637623028637376,-1.0432118138545896,2.3150708315300434,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,-0.22251626371053504,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.3304320649263657,-0.8979439644111481,-0.9471312934667301,-0.5979300772657138,0.5300304172512591,1.1402473339846846,-0.9715466165663399,-0.7202665392028,0.14956719666205298,0.44942461382825905,-1.0590789032452692,-0.8690488202798007,-0.21359009924414535,-0.34295191587668267,-1.0329347926400025,-0.8643452059745887,-1.1414081991311398,-0.8000666785609437,-0.6011284906363658,-0.5830108859190964,2.2068100740135415,1.6241051886410822,-0.8586973851956824,-0.851317515614822,0.23037780091914664,-0.8432404078787765,-0.3268100379239261,-0.8341219992464186,-0.8858385512541075,-0.9209958794477092,-0.8863743575560035,-0.955104633275311,0.117422088905353,-0.9906108020706311,-0.841880365556182,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.7784226832860621,-0.7927998517331625,0.15674877639237855,-1.0220648183467484,-0.8139092141975175,-0.7430380805575533,-0.33954866214000423,-0.8480055156754752,-0.8577679440639965,0.2214965398221141,0.4884932352800829,-0.49431964199362743,1,0,1,0,1,0,0
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,-0.986724984060909,-1.043987269858285,-1.29340172521851,-1.116041652247042,-0.9636960761794804,-0.8785521785878838,-1.067119330272882,-0.800854868507829,-1.1975851862827853,-1.071684108161121,0.0973658495356917,-0.6311094485082452,-0.9861143262009431,-1.119221393126139,-1.0417051021538306,-1.02704706041023,-0.7228018106470049,-1.2794629691495514,-1.1753696633695683,-0.7172983631982112,-0.05431719300845118,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,-0.8427802487710525,-0.7650780790877013,-1.0192721643982374,-1.0669514091491328,-0.980649850466763,-1.0934644948579024,-0.9643319178334014,-1.0336016520784896,-0.79814187513056,-1.0756257206945297,-0.5104306482312425,-0.9439141353805923,0.0841188806358311,-0.6246663503953606,-0.8856374715593444,-0.9143335918643117,-1.1401631975596955,-1.130369088358895,-0.981802046171577,-1.0432118138545896,-0.7311736684409363,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,-0.22251626371053504,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.3304320649263657,-0.8979439644111481,-1.1095664141404364,-0.9215346458197891,-0.9461395219579909,-0.6892769276472132,-1.0757725818731163,-0.9782027943336857,-0.7933433191625846,-0.9790965491760439,-0.9903383386841813,-0.9147073791465961,0.08817649407876171,-0.5189248719913163,-1.0329347926400025,-0.8643452059745887,-1.1414081991311398,-0.8000666785609437,-0.9727009186190126,-1.0328743259958786,-0.7246860513459805,-1.1893197898011894,-0.834114278341663,-0.8719656625028905,-1.6035694917902537,-0.862925719965823,-1.4014801709948275,-0.9950794887766258,-0.7345472736441895,-0.9209958794477092,-1.010224531736007,-0.955104633275311,-1.712932779094021,-0.9906108020706311,-0.951235658296165,-0.9484773948521901,-0.6491986688769347,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,-1.6860252006437308,-1.0220648183467484,-0.9220201204862062,-0.7430380805575533,-1.3861380237426342,-0.8480055156754752,-1.1220059983471553,-0.30723713588228735,-0.16123469530486406,-0.49431964199362743,1,0,0,1,1,0,1
-1.7027866517841652,-1.5801673161183745,-1.5887667886745664,0.6727670345869831,-1.043987269858285,-1.4038364033878987,-1.1488620930228803,-0.4259063209494892,-1.1909346371202403,-1.1168555154404263,-0.9467962428353237,-1.1975851862827853,-1.1863499131642756,-0.22720813577110877,-0.8199155083662095,-1.0051020371750927,-1.3718446840558831,-1.3030020734124965,-1.052679909427459,-0.11115706897252278,-1.2794629691495514,-1.473794774406009,-0.8588208024141347,-1.1360535971439674,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,-1.5635140934120615,-0.7650780790877013,-1.2316361528290332,-1.0669514091491328,-0.42490281536550234,-1.0934644948579024,-1.3042328275234698,-1.0336016520784896,-0.9456172197877336,-1.0756257206945297,-1.1746740666477047,-0.9439141353805923,-0.22769796830993055,-0.6246663503953606,-0.9814096295191117,-0.9143335918643117,-1.4019759426389802,-1.130369088358895,-1.1574343695653175,-1.0432118138545896,-0.1080782675993301,-1.0218058664117071,-1.874737117440577,-0.8621732795822035,-0.9604067277519627,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.3304320649263657,-0.8979439644111481,-1.0527141295370592,-0.9754687406121717,-0.4294801125962853,-0.9941976381078562,-1.0914064815664501,-0.9782027943336857,-0.9347799408412862,-0.9790965491760439,-1.0619431015101823,-0.9603659380133915,-0.22616374274740933,-0.69489782810595,-1.0672755139853412,-0.9008908724111846,-1.3969598527912934,-1.026913502814975,-0.8966974753767706,-1.0328743259958786,-0.12506190649683654,-1.1893197898011894,-0.875086123098362,-0.8616415890588562,0.9855858773107626,-0.8559506093837986,-0.6399029113382831,-0.8842198796676628,-0.9866994029940529,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.91248771992373,-0.9484773948521901,-0.8696089853046095,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.883713106446907,-0.7430380805575533,-0.6444605233943137,-0.8480055156754752,-0.9400118115898725,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-1.7027866517841652,-1.5801673161183745,-1.5887667886745664,0.6727670345869831,-0.04310764946846655,-1.29340172521851,-1.001170122750039,0.918568187724852,-0.06462366595654556,-1.0349370979868466,-0.2657367394524551,-0.8058635559182893,-0.6712095358907422,3.135377822514564,0.6905329696964682,-0.9054165590217315,-0.045572466025409104,0.054736816680768616,-0.9809079398875269,-0.11115706897252278,-1.2794629691495514,-1.1753696633695683,-0.6730726092554667,0.28372536974878876,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,-0.8427802487710525,-0.7650780790877013,-0.2759982904200405,-1.0669514091491328,0.9644648970139331,-1.0934644948579024,-0.7443960704612795,-1.0336016520784896,-0.25739919075886913,-1.0756257206945297,1.8094641003943694,-0.9439141353805923,3.0027240780866955,-0.6246663503953606,-0.47860582273080327,-0.9143335918643117,-0.027459092482365645,-1.130369088358895,-0.6656639168789906,-1.0432118138545896,-0.1080782675993301,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,0.008074462962877737,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.3304320649263657,-0.8979439644111481,-0.91058340527949,-0.6351600034906463,0.8621685266688613,0.9297649740117669,-1.0184483090801058,-0.8530101700173496,-0.274742608970692,-0.2857457319472543,-0.32011787544502207,-0.32114614269304176,3.030400597973737,1.7687234464436612,-0.8869867349902367,-0.5685713944197814,-0.05531373111415141,1.0358650854725266,-0.8966974753767706,-1.0328743259958786,-0.12506190649683654,-1.1893197898011894,-0.8832804920497017,-0.8719656625028905,0.9855858773107626,-0.8609106880199049,-0.9614577543043796,-0.9950794887766258,-1.0371298288640256,-0.9209958794477092,-1.010224531736007,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.9400418094330171,-0.9484773948521901,-0.9136910485901445,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.9109536497637419,-0.7430380805575533,-0.9576132457636045,-0.8480055156754752,-1.1220059983471553,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,-1.0725323688797326,-1.0128917000732978,-0.8539430500584699,-0.7418935152727478,-0.9266877511290861,-0.4672746886787441,-0.634496204983336,-1.0169183513158249,-0.37743946955638175,-0.32111034326326693,-0.995608181693556,-1.317711121745373,-1.1350254491005016,-0.9347688097473801,-0.6645499249147668,-0.7295985855064818,-0.8769445523331276,-0.7526789730641081,-0.730402445356519,-0.3775999088274912,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,0.5986874405109653,-0.7650780790877013,-0.3518425159156263,-1.0669514091491328,-0.8672320728557751,-1.0934644948579024,-0.004611719362333055,-1.0336016520784896,-0.46105547850185424,-1.0756257206945297,-0.19318006478063718,-0.9439141353805923,-0.37202457251871607,-0.6246663503953606,-0.9335235505671616,-0.9143335918643117,-1.3458732115832885,-1.130369088358895,-0.34952572168916357,-1.0432118138545896,-0.6718312436360726,-1.0218058664117071,1.8988318653373693,-0.8621732795822035,-0.4069888800437191,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.2772250807234387,-0.3468701551047976,-1.0770793900056952,-0.9182629944787914,-0.7985225280370659,-0.7531366499307179,-1.0132370026890505,-0.90232460229717,-0.41617911283272985,-0.6658725631806584,-1.0705356640655985,-0.8150812934605338,-0.389620611883818,-0.31517730148472684,-1.0586903336640305,-0.8758697650535012,-1.3330719394880588,-0.8716020993888794,-0.9473664349372584,-0.9321356987715259,-0.6580611390562107,-0.6371609151922958,-0.8586973851956824,-0.8616415890588562,-0.5248302754724694,-0.8392103439869403,-0.10679882957870224,-0.8350674258827772,-0.8858385512541075,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,-0.6363066493582668,-0.9906108020706311,-0.8194926678298862,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,-0.6020940736471987,-1.0220648183467484,-0.7917762727525891,-0.7430380805575533,-0.12528627315048946,-0.8480055156754752,-0.8593200165744962,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,1.502513043910929,-0.18600467985405547,-0.9620976907103439,-0.9566280898653344,-0.8100418397714028,-0.6277791512070613,-0.8915798563840962,-0.6062664303593287,-0.3900303575648578,-0.9826897532276149,-0.43926307889836275,-0.372675791988419,-0.6886401876059293,0.031618043478946825,3.5011474831940266,-0.9040093928358394,-0.7228018106470049,-0.15055861260586853,-1.1753696633695683,-0.8234401926720699,-0.8656194965833479,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,1.3194212851519742,-0.7650780790877013,0.012210019176309492,-1.0669514091491328,-0.821864961978104,-1.0934644948579024,0.23531832997551566,-1.0336016520784896,-0.6015081438498423,-1.0756257206945297,0.005101550222983992,-0.9439141353805923,-0.43141825139673295,-0.6246663503953606,0.6147930031436782,-0.9143335918643117,0.05253930795421325,-1.130369088358895,-0.13876694669776893,-1.0432118138545896,-0.7311736684409363,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,-0.7759341120644327,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.2392428904406056,-0.22994163178412488,-1.056194874502687,-0.8153260107907928,-0.7774343864912134,-0.4245753972608213,-1.0132370026890505,-0.7216876865366331,-0.6317015168740995,-0.11328197700578332,-1.0705356640655985,-0.7791641501653112,-0.46865471984746926,-0.24121908098073816,-0.8219846472157527,-0.1540595953749104,0.4101554122172151,3.6163838225209215,-0.9437472230080566,-0.8639754899549387,-0.610471916191964,-0.0822415067431092,-0.8013368025363037,-0.7790490015065825,0.7109922207347711,-0.8178200048687322,-0.5060514769688697,-0.6305284823951672,-0.8101929124491485,-0.6776702471349771,-0.762524183376,-0.671142557386126,0.7036723015267965,-0.4016945825432742,-0.8259506575586253,-0.8211851137144272,-0.8769574652543082,-0.712653110259977,-0.842536399856799,-0.741872952367238,0.9155916264319558,-1.0220648183467484,-0.8807336720216282,-0.7092854749082269,-0.7149654852490288,-0.2389609902682693,-1.0041570321985107,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,-0.9068803516256495,-0.9003644796573711,-0.6563876033633248,0.4049698364180176,-0.8447693301939737,-0.5089722117958732,0.10308400167472394,-0.838929641472773,-0.1726796755684202,-0.1790864914278192,-0.9797850892095596,-1.2707953675955674,-1.0907234105019878,-0.7091997526712082,-0.02960436501012207,0.4145989843999269,-0.8769445523331276,-0.6465371435902495,-0.32475129451559,-0.01696573500539859,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,1.6797882074724788,-0.7650780790877013,0.3762625542682453,-1.0669514091491328,-0.6630800734894449,-1.0934644948579024,0.5552250614929194,-1.0336016520784896,-0.503191278725647,-1.0756257206945297,0.8378843319890188,-0.9439141353805923,-0.17531270822140282,-0.6246663503953606,-0.8537134189060885,-0.9143335918643117,-1.2972508445156319,-1.130369088358895,1.1960386263626102,-1.0432118138545896,-0.02499880773827767,-1.0218058664117071,1.8988318653373693,-0.8621732795822035,0.14642896831017868,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.1176360459216188,-0.20088460512526873,-0.9796183176014716,-0.6800595373496607,-0.4294800436222478,0.7069484187926056,-0.9402788270290257,-0.669465670163677,-0.41617911283272985,0.17601643438883025,-0.9215977741230933,-0.7123764868191145,-0.16329566728770656,-0.22931714886136825,-1.0443816997551154,-0.8586915717188497,-1.3117759682379089,-0.895943427821197,-0.7615802208572643,-0.7592653289725446,0.04150043578900406,-0.25655141445187074,-0.8177255404389834,-0.7996971483946509,0.6499714081623286,-0.8145649532637875,-0.22808593155769316,-0.3331230238324736,-0.6336864219042442,-0.9209958794477092,-0.5767489221059949,-0.955104633275311,0.5361937758846201,-0.9906108020706311,-0.6825832855806161,-0.9484773948521901,-0.5610345423058647,-0.7517985392294502,-0.5036574627034927,-0.7927998517331625,0.5783618638743677,-1.0220648183467484,-0.6564248231470654,-0.7430380805575533,-0.24340418368374,-0.8480055156754752,-0.035296154477639036,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,-1.0173150297950382,-1.0222689685124025,-1.0597299736320223,-0.7936819660632924,-1.0086061723304331,-1.165708189908569,-0.6192565864748363,-1.030609790527149,-0.49985021594444734,-0.5549976626892694,-0.9607973782354099,-1.150799304658141,-0.6743092614373392,-0.9245156707649045,-0.7228018106470049,-0.7906330433841219,-1.1753696633695683,-0.788059582806173,-0.5951853950762093,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,0.9590543628314698,-0.7650780790877013,-0.41251793889107097,-1.0669514091491328,-1.0798904054595673,-1.0934644948579024,-0.564448502037055,-1.0336016520784896,-1.166830121152865,-1.0756257206945297,-0.2724927106432886,-0.9439141353805923,-0.48962405659241903,-0.6246663503953606,-0.7579412609463211,-0.9143335918643117,-1.1728897908664209,-1.130369088358895,-0.2792727966100702,-1.0432118138545896,-0.7311736684409363,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,-0.5914614957312488,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.2240500143274724,-0.20088460512526873,-1.0852011460820197,-0.8217329169314581,-1.0568522672049372,-0.6017787810522417,-1.0861951784585127,-0.7940689352711852,-1.1705075254924397,-0.3526485786560919,-1.0819924247656318,-0.8532871259275218,-0.49020947632478706,-0.43649605713361894,-1.0272113391124944,-0.8027718265069552,-1.2265920836845245,-0.719761450774851,-0.9389216069842266,-0.8956672630497222,-0.7913109636357505,-0.7808827488321186,-0.8668917541470221,-0.8616415890588562,-0.02125753013453995,-0.8455654447394513,-0.13782717953102017,-0.5537751788959759,-0.9362689771240802,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,-0.13372032668408523,-0.9906108020706311,-0.8547963450136602,-0.9484773948521901,-0.8255269220190745,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,-0.09609766124080872,-1.0220648183467484,-0.8266782188772839,-0.7430380805575533,-0.15550386268690297,-0.8480055156754752,-0.39753276923562164,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6406317696268414,-0.986724984060909,-1.043987269858285,-1.29340172521851,-1.106664383873578,-0.8100418397714028,-0.8785521785878838,-1.1022272250383516,-1.3846201829533304,-1.1975851862827853,-1.174369902258031,-0.6816116276279852,-0.5701485684590231,-1.0051020371750927,-1.3718446840558831,-1.3030020734124965,-1.0578064773217706,-1.1305650150541846,-0.8803350065604243,-1.1753696633695683,-0.8234401926720699,-0.8656194965833479,-0.7382340826495839,-0.3221358413234596,-0.22421597238850413,-0.25637860598591294,-0.19015266685794857,-0.8427802487710525,-0.7650780790877013,-0.9585967418475206,-1.0669514091491328,-0.821864961978104,-1.0934644948579024,-1.2042619673112094,-1.0336016520784896,-1.3880430689727135,-1.0756257206945297,-1.1052754922705263,-0.9439141353805923,-0.6642414727033296,-0.6246663503953606,-0.9814096295191117,-0.9143335918643117,-1.4019759426389802,-1.130369088358895,-1.1925608211629717,-1.0432118138545896,-1.1465706464366512,-1.0218058664117071,0.012047373948396077,-0.8621732795822035,-0.7759341120644327,-0.74548041096356,-0.3655800061196721,-0.2886326872480923,-0.25861401718079874,-0.19702213893384327,-0.2563805766795771,-0.18309563160804176,-1.3304320649263657,-0.8979439644111481,-1.093322902073066,-0.9215346458197891,-0.7985225280370659,-0.6892769276472132,-1.1383081610571821,-0.9782027943336857,-1.359089628657367,-0.9790965491760439,-1.162189750147049,-0.8999653421205309,-0.6662399894925514,-0.4621074888102923,-1.0672755139853412,-0.9008908724111846,-1.3969598527912934,-1.026913502814975,-1.0233698861598624,-0.9734619249263267,-1.1244355236854768,-0.8177574037362573,-0.8832804920497017,-0.8719656625028905,0.9855858773107626,-0.855175597096907,0.29091373935304865,-0.9950794887766258,-1.0371298288640256,-0.9209958794477092,-1.010224531736007,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.9081823934379039,-0.9484773948521901,-0.9136910485901445,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.8794567715536515,-0.7430380805575533,0.2620341992536334,-0.8480055156754752,-1.1220059983471553,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,1,0,1
