year,timeInterval,teamNumber,semesterId,teamMemberCount,femaleTeamMembersPercent,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,leadAdminHoursResponseCount,leadAdminHoursTotal,leadAdminHoursAverage,leadAdminHoursStandardDeviation,globalLeadAdminHoursResponseCount,globalLeadAdminHoursTotal,globalLeadAdminHoursAverage,globalLeadAdminHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageLeadAdminHoursResponseCountByWeek,standardDeviationLeadAdminHoursResponseCountByWeek,averageLeadAdminHoursTotalByWeek,standardDeviationLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursResponseCountByWeek,standardDeviationGlobalLeadAdminHoursResponseCountByWeek,averageGlobalLeadAdminHoursTotalByWeek,standardDeviationGlobalLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursAverageByWeek,standardDeviationGlobalLeadAdminHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationUniqueCommitMessageCountByStudent,averageUniqueCommitMessagePercentByStudent,standardDeviationUniqueCommitMessagePercentByStudent,averageCommitMessageLengthTotalByStudent,standardDeviationCommitMessageLengthTotalByStudent,averageCommitMessageLengthAverageByStudent,standardDeviationCommitMessageLengthAverageByStudent,averageCommitMessageLengthStandardDeviationByStudent,issueCount,onTimeIssueCount,lateIssueCount,semester_Fall,semester_Spring,teamLeadGender_F,teamLeadGender_M,teamDistribution_Global,teamDistribution_Local,processLetterGrade
-1.7027866517841652,-1.5801673161183745,-1.53798679258448,-1.5887667886745664,-1.816470993384855,-1.043987269858285,-1.4038364033878987,-1.202628003866616,-0.5087787414953934,-1.2461280294620964,-1.1463237666557393,0.023929222041172617,-1.2533610838667069,-1.1335767310713345,2.2314444973064216,-0.8492308797937658,-1.045820360100431,-1.4446785430437319,-1.3686687580310763,-1.0989079485025925,-0.15689659666731207,-1.342810678968252,-1.2509542027638192,-0.8332561824614211,-0.30165435023902537,-0.8191303692313209,0.21252161950206105,-1.4241665785929896,1.3396096734846008,-1.6403754144956881,-1.7000342644893285,-0.7915047502845455,-1.3065048711847804,-1.11211850988347,-0.5108644538809332,-1.1406474394443245,-1.2372141593234627,-1.07632675872608,0.036262729825197314,-1.121444977425037,-0.6021726454223206,-0.9805619954982342,2.1320304183331453,-0.6445515494881376,-1.0205140683636027,-0.949124860026501,-1.4781343451201172,-1.18047162514052,-1.227061496415305,-1.0866301040003683,-0.1545233054012901,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.411583817480973,-0.8275624305612055,2.7921740614427017,-0.29660393730901674,1.0666818555704816,-1.7193535528306287,1.3996465397999365,-1.5619573021525701,-1.4265432207866375,-0.9317364593609241,-1.1072971922952914,-1.0141760729961842,-0.5090680230494572,-1.0341671290310561,-1.0337240693539032,-1.0170925054614564,0.0045314248922568665,-1.0180460174043204,-0.5651980377616777,-0.9980771985680754,2.1530860938731102,-0.717910531126127,-1.1124668540316203,-0.9348614049801985,-1.4725566478169483,-1.0691611390736906,-0.9396209886516388,-1.075547312434949,-0.17076786585711404,-1.2443724570482735,-0.8586973851956824,-0.851317515614822,0.23037780091914664,-0.8540905798952588,-0.9191479065456828,-0.6387689286683718,-0.8858385512541075,-0.9209958794477092,-0.8863743575560035,-0.955104633275311,0.117422088905353,-0.9906108020706311,-0.9021549363577474,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.7784226832860621,-0.7927998517331625,0.15674877639237855,-1.0220648183467484,-0.8734979027030939,-0.7430380805575533,-0.9164089401886979,-0.8480055156754752,-0.5370639158236946,0.2214965398221141,0.4884932352800829,-0.49431964199362743,1,0,0,1,1,0,1
-0.789698157349139,-1.5801673161183745,-0.6303590140703909,-0.6406317696268414,-1.816470993384855,0.9571715632306563,-1.29340172521851,-1.0736242482483007,0.5500536753127825,0.9828623769231091,-1.0570090492624493,0.12664237060015895,0.18665652380002626,-1.168504086328571,-0.245483016502658,-0.4682077115625618,-1.0265731257587842,-1.1855063231269747,-1.1012841488834633,-0.8436643198107043,2.300051132567038,1.7471403724989867,-1.2509542027638192,-0.8149910677803487,-0.15845312404183678,-0.8191303692313209,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,-0.9410988346313649,-0.7915047502845455,-0.4637594809769212,-1.11211850988347,0.5869018294285384,-1.1406474394443245,-0.6200824786519826,-1.07632675872608,0.14011337913894112,-1.121444977425037,-0.8056806742471476,-0.9805619954982342,-0.24542889242442997,-0.6445515494881376,-0.9234950811396918,-0.949124860026501,-1.2092206542765704,-1.18047162514052,0.5409110765276284,-1.0866301040003683,2.3510198920540732,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.3155526358975854,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.4265432207866375,-0.9317364593609241,-0.9995553544763984,-0.6317828210066522,0.504537634740008,1.1288091058390775,-1.023096310578574,-0.7558205909001763,0.10382571213567528,0.4289833676489187,-1.1150344541054185,-0.9056226327170139,-0.24393313302732406,-0.3636897164397691,-1.0775955064892733,-0.8979160611841922,-1.2101253890389572,-0.8390748250452255,-0.6394254919459997,-0.6191831638781757,2.236419367401416,1.6233417362451041,-0.8586973851956824,-0.851317515614822,0.23037780091914664,-0.8432404078787765,-0.3268100379239261,-0.8341219992464186,-0.8858385512541075,-0.9209958794477092,-0.8863743575560035,-0.955104633275311,0.117422088905353,-0.9906108020706311,-0.841880365556182,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.7784226832860621,-0.7927998517331625,0.15674877639237855,-1.0220648183467484,-0.8139092141975175,-0.7430380805575533,-0.33954866214000423,-0.8480055156754752,-0.8577679440639965,0.2214965398221141,0.4884932352800829,-0.49431964199362743,1,0,1,0,1,0,0
-0.789698157349139,-1.5801673161183745,-0.5478473978418372,-0.6406317696268414,-0.986724984060909,-1.043987269858285,-1.29340172521851,-1.1691825846346955,-1.0789191558669382,-0.9277008284534264,-1.1165521929478501,-0.9004881497438386,-1.2533610838667069,-1.1265912521423704,0.0707205148656665,-0.6587192956781638,-1.0265731257587842,-1.1855063231269747,-1.1012841488834633,-1.072862678803494,-0.7886830726807781,-1.342810678968252,-1.2509542027638192,-0.8149910677803487,-0.15845312404183678,-0.8191303692313209,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,-0.9410988346313649,-0.7915047502845455,-1.0880153183328118,-1.11211850988347,-1.1019692535770693,-1.1406474394443245,-1.031503590507792,-1.07632675872608,-0.8983921380629782,-1.121444977425037,-0.5614709937581478,-0.9805619954982342,0.058076569707552955,-0.6445515494881376,-0.9234950811396918,-0.949124860026501,-1.2092206542765704,-1.18047162514052,-1.0466561216802015,-1.0866301040003683,-0.7988057573169972,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.3155526358975854,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.4265432207866375,-0.9317364593609241,-1.1653120160616326,-0.9595484655401374,-1.0548555722099615,-0.7251705238857383,-1.129373798457602,-1.0170925054614564,-0.8891162271813606,-1.0180460174043204,-1.0448425669575265,-0.9518499156425446,0.06206933982586849,-0.5408001237829481,-1.0775955064892733,-0.8979160611841922,-1.2101253890389572,-0.8390748250452255,-1.0168141062430622,-1.075547312434949,-0.7897587874421419,-1.2443724570482735,-0.834114278341663,-0.8719656625028905,-1.6035694917902537,-0.862925719965823,-1.4014801709948275,-0.9950794887766258,-0.7345472736441895,-0.9209958794477092,-1.010224531736007,-0.955104633275311,-1.712932779094021,-0.9906108020706311,-0.951235658296165,-0.9484773948521901,-0.6491986688769347,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,-1.6860252006437308,-1.0220648183467484,-0.9220201204862062,-0.7430380805575533,-1.3861380237426342,-0.8480055156754752,-1.1220059983471553,-0.30723713588228735,-0.16123469530486406,-0.49431964199362743,1,0,0,1,1,0,1
-1.7027866517841652,-1.5801673161183745,-1.7305138971177716,-1.5887667886745664,0.6727670345869831,-1.043987269858285,-1.4038364033878987,-1.202628003866616,-0.5087787414953934,-1.2461280294620964,-1.1671638660130352,-1.0545577760577316,-1.2533610838667069,-1.243597915886663,-0.2586582007870367,-0.8492308797937658,-1.045820360100431,-1.4446785430437319,-1.3686687580310763,-1.0989079485025925,-0.15689659666731207,-1.342810678968252,-1.558362533346933,0.0,0.0,0.0,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,-1.7000342644893285,-0.7915047502845455,-1.3065048711847804,-1.11211850988347,-0.5108644538809332,-1.1406474394443245,-1.3812115420291131,-1.07632675872608,-1.054168014440042,-1.121444977425037,-1.2432230280189407,-0.9805619954982342,-0.2580749889990015,-0.6445515494881376,-1.0205140683636027,-0.949124860026501,-1.4781343451201172,-1.18047162514052,-1.227061496415305,-1.0866301040003683,-0.1545233054012901,-1.0636915788957482,-2.0208449984993297,-0.8938575528241116,0.0,1.2401674067791478e-16,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.4265432207866375,-0.9317364593609241,-1.1072971922952914,-1.0141760729961842,-0.5090680230494572,-1.0341671290310561,-1.1453154266331693,-1.0170925054614564,-1.0380575647347734,-1.0180460174043204,-1.1179591243152667,-0.9980771985680754,-0.2566832720086,-0.717910531126127,-1.1124668540316203,-0.9348614049801985,-1.4725566478169483,-1.0691611390736906,-0.9396209886516388,-1.075547312434949,-0.17076786585711404,-1.2443724570482735,-0.875086123098362,-0.8616415890588562,0.9855858773107626,-0.8559506093837986,-0.6399029113382831,-0.8842198796676628,-0.9866994029940529,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.91248771992373,-0.9484773948521901,-0.8696089853046095,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.883713106446907,-0.7430380805575533,-0.6444605233943137,-0.8480055156754752,-0.9400118115898725,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-1.7027866517841652,-1.5801673161183745,-1.648002280889218,-1.5887667886745664,0.6727670345869831,-0.04310764946846655,-1.29340172521851,-1.0521236307931152,0.9165724222874676,-0.09802242936527253,-1.0838034685838518,-0.33556644363229987,-0.8539720588729705,-0.7179411439912041,3.1537047560440064,0.6748617923227781,-0.9447723843286822,-0.08402444937002777,0.020702426423713064,-1.0259812011774496,-0.15689659666731207,-1.342810678968252,-1.2509542027638192,-0.7693283039638484,0.19954976202006217,-0.8191303692313209,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,-0.9410988346313649,-0.7915047502845455,-0.3233019713475821,-1.11211850988347,0.9668976779146706,-1.1406474394443245,-0.8052220112065113,-1.07632675872608,-0.32721418456640566,-1.121444977425037,1.819573244387133,-0.9805619954982342,3.0172546434480227,-0.6445515494881376,-0.5111644082314672,-0.949124860026501,-0.06633753136940479,-1.18047162514052,-0.7219265014085137,-1.0866301040003683,-0.1545233054012901,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.07547480226614402,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.4265432207866375,-0.9317364593609241,-0.9622601198696132,-0.6694914690012493,0.8554009722446722,0.9155132146667361,-1.0709211884097949,-0.890280876644552,-0.3429982379692237,-0.31571200047543424,-0.36047170936755113,-0.3508952667843495,3.045593266600394,1.7616350599052804,-0.929392287626885,-0.5989075543149608,-0.09479260088743657,1.023074992495068,-0.9396209886516388,-1.075547312434949,-0.17076786585711404,-1.2443724570482735,-0.8832804920497017,-0.8719656625028905,0.9855858773107626,-0.8609106880199049,-0.9614577543043796,-0.9950794887766258,-1.0371298288640256,-0.9209958794477092,-1.010224531736007,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.9400418094330171,-0.9484773948521901,-0.9136910485901445,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.9109536497637419,-0.7430380805575533,-0.9576132457636045,-0.8480055156754752,-1.1220059983471553,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.7403745023751289,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,-1.0725323688797326,-1.0640684145427706,-0.9625639535176422,-0.7883977579242032,-0.9736486480195278,-0.5483291140432558,-0.6792504354027906,-1.0707074732274362,-0.41111343753748797,-0.3459199042864428,-1.0361967429352212,-1.3891416388082518,-1.1967786522206416,-0.979099713779221,-0.7285129263517899,-0.7806099064490536,-0.9435458721807052,-0.8515212857633311,-0.874459030488337,-0.44994766530998176,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,0.5767720250845622,-0.7915047502845455,-0.40133389680435294,-1.11211850988347,-0.9813356046642893,-1.1406474394443245,-0.04409292147785977,-1.07632675872608,-0.542333103437973,-1.121444977425037,-0.23585808643948128,-0.9805619954982342,-0.40440794386562057,-0.6445515494881376,-0.9720045747799445,-0.949124860026501,-1.4205099828301142,-1.18047162514052,-0.3971968134487366,-1.0866301040003683,-0.7374455179310861,-1.0636915788957482,1.9418778758982358,-0.8938575528241116,-0.5076149392369559,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.3713062312551243,-0.374675904086274,-1.1321606837445857,-0.956234745603295,-0.8989162515149646,-0.7898838631709446,-1.0656073057301851,-0.9402330484736469,-0.49193945145454654,-0.7007638352589642,-1.1267331020248181,-0.8509828851432091,-0.42243457539114343,-0.3357355729317489,-1.1037490171612896,-0.9095666572406769,-1.4069488332372642,-0.9116318086172903,-0.9910830644042009,-0.9733529713429652,-0.7209820108346193,-0.6815588566139965,-0.8586973851956824,-0.8616415890588562,-0.5248302754724694,-0.8392103439869403,-0.10679882957870224,-0.8350674258827772,-0.8858385512541075,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,-0.6363066493582668,-0.9906108020706311,-0.8194926678298862,-0.9484773948521901,-0.7814448587335395,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,-0.6020940736471987,-1.0220648183467484,-0.7917762727525891,-0.7430380805575533,-0.12528627315048946,-0.8480055156754752,-0.8593200165744962,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.7128706302989444,-0.6406317696268414,1.502513043910929,-0.18600467985405547,-0.9620976907103439,-1.0067334127443792,-0.9160218727489662,-0.6720752290759415,-0.9379227618291274,-0.6950620456750393,-0.42999951618783044,-1.0357801113444793,-0.47385223350977723,-0.3979511543938327,-0.7250331210729845,-0.004832876688342015,3.5474067911504448,-0.9478453920801544,-0.7886830726807781,-0.18857898070076157,-1.2509542027638192,-0.9245817216014399,-1.0176602125795635,-0.8191303692313209,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,1.3357074549425256,-0.7915047502845455,-0.026780394609307975,-1.11211850988347,-0.9330821452765087,-1.1406474394443245,0.20275974549162853,-1.07632675872608,-0.6906910346225945,-1.121444977425037,-0.03235001900917562,-0.9805619954982342,-0.4646272816534506,-0.6445515494881376,0.5964690520349141,-0.949124860026501,0.015830604167563687,-1.18047162514052,-0.1807103772032033,-1.0866301040003683,-0.7988057573169972,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.8917395452434786,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.3318749069944755,-0.2564770947281458,-1.110849112981773,-0.8519741446000931,-0.8766392061692115,-0.45693071117310724,-1.0656073057301851,-0.7572601166643843,-0.7188976094595498,-0.14101376868159587,-1.1267331020248181,-0.8146183570855231,-0.5025780803772787,-0.2612993024442248,-0.8633858001402769,-0.17986249599640472,0.38320725337768274,3.640444869465273,-0.9874072013100946,-0.9042078199683067,-0.6718557420355764,-0.11593145373766636,-0.8013368025363037,-0.7790490015065825,0.7109922207347711,-0.8178200048687322,-0.5060514769688697,-0.6305284823951672,-0.8101929124491485,-0.6776702471349771,-0.762524183376,-0.671142557386126,0.7036723015267965,-0.4016945825432742,-0.8259506575586253,-0.8211851137144272,-0.8769574652543082,-0.712653110259977,-0.842536399856799,-0.741872952367238,0.9155916264319558,-1.0220648183467484,-0.8807336720216282,-0.7092854749082269,-0.7149654852490288,-0.2389609902682693,-1.0041570321985107,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6853667582227598,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,-0.9068803516256495,-0.9493984109459879,-0.753124589630994,0.3806579205990712,-0.8902882470475277,-0.5923489941798831,0.07276685636058165,-0.8890851916561037,-0.20332254543220565,-0.20261312157128322,-1.0201573809782352,-1.3410096549863189,-1.151444474721203,-0.7499013549322847,-0.07265832576397838,0.38925811346898853,-0.9435458721807052,-0.7419306319422398,-0.4448554872218819,-0.08076496138864263,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,1.7151751698715074,-0.7915047502845455,0.347773107585737,-1.11211850988347,-0.7641950369759478,-1.1406474394443245,0.5318966338242971,-1.07632675872608,-0.5868404834476181,-1.121444977425037,0.8223838629160074,-0.9805619954982342,-0.20496149726104515,-0.6445515494881376,-0.8911554187317213,-0.949124860026501,-1.3705688686885789,-1.18047162514052,1.1903703837488233,-1.0866301040003683,-0.06861890291201843,-1.0636915788957482,1.9418778758982358,-0.8938575528241116,0.06857197010893731,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.2056283982271896,-0.22710439885354586,-1.0327066867934453,-0.7149683444369365,-0.5090679501868126,0.6897182562695704,-0.9912130642706611,-0.7043627595515222,-0.49193945145454654,0.1520328540627433,-0.9746506798096347,-0.7469987850695303,-0.1929327211528774,-0.24932043880304525,-1.0892192890033887,-0.8922005966259651,-1.385079561557618,-0.9363207437873787,-0.8023887571656111,-0.7979845548507482,0.001174139211430709,-0.2936049300870664,-0.8177255404389834,-0.7996971483946509,0.6499714081623286,-0.8145649532637875,-0.22808593155769316,-0.3331230238324736,-0.6336864219042442,-0.9209958794477092,-0.5767489221059949,-0.955104633275311,0.5361937758846201,-0.9906108020706311,-0.6825832855806161,-0.9484773948521901,-0.5610345423058647,-0.7517985392294502,-0.5036574627034927,-0.7927998517331625,0.5783618638743677,-1.0220648183467484,-0.6564248231470654,-0.7430380805575533,-0.24340418368374,-0.8480055156754752,-0.035296154477639036,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6578628861465753,-0.6406317696268414,0.6727670345869831,-0.04310764946846655,-1.0173150297950382,-1.0736242482483007,-1.1807299574949666,-0.8411883387631086,-1.0570090492624493,-1.2856620947380268,-0.6637125230038182,-1.0846784179561697,-0.5353362534519496,-0.5819199763281983,-1.0009101466365884,-1.2179028507866512,-0.7253288027528303,-0.9686816065340442,-0.7886830726807781,-0.8430136925276469,-1.2509542027638192,-0.8880515036184577,-0.7312578493995185,-0.8191303692313209,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,0.956239740013544,-0.7915047502845455,-0.4637594809769212,-1.11211850988347,-1.2075236959324234,-1.1406474394443245,-0.6200824786519826,-1.07632675872608,-1.2878317068773941,-1.121444977425037,-0.317261313269148,-0.9805619954982342,-0.5236422325792971,-0.6445515494881376,-0.7941364315078103,-0.949124860026501,-1.2428348658084885,-1.18047162514052,-0.3250346679493696,-1.0866301040003683,-0.7988057573169972,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.6996772419041082,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.3161023772902163,-0.22710439885354586,-1.1404485168673584,-0.8584634340747248,-1.1718100625265386,-0.6365027839558748,-1.1400015473013005,-0.8305774075028376,-1.286293002908175,-0.38348165460348355,-1.1384317498213823,-0.8896646103375907,-0.5244353996755409,-0.4578385068470362,-1.0717836152627278,-0.8356692917331446,-1.2976024752982875,-0.757622797143671,-0.9825060503978748,-0.9363575519896215,-0.8585355640496645,-0.8280540165607421,-0.8668917541470221,-0.8616415890588562,-0.02125753013453995,-0.8455654447394513,-0.13782717953102017,-0.5537751788959759,-0.9362689771240802,-0.9209958794477092,-0.9482994446460052,-0.955104633275311,-0.13372032668408523,-0.9906108020706311,-0.8547963450136602,-0.9484773948521901,-0.8255269220190745,-0.7517985392294502,-0.833375727402576,-0.7927998517331625,-0.09609766124080872,-1.0220648183467484,-0.8266782188772839,-0.7430380805575533,-0.15550386268690297,-0.8480055156754752,-0.39753276923562164,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,0,1,0
-0.789698157349139,-1.5801673161183745,-0.6028551419942063,-0.6406317696268414,-0.986724984060909,-1.043987269858285,-1.29340172521851,-1.1596267509960558,-0.9160218727489662,-0.9277008284534264,-1.1522780791590905,-1.516766461950237,-1.2533610838667069,-1.2313733376200964,-0.7197883138318224,-0.5972077433689034,-1.045820360100431,-1.4446785430437319,-1.3686687580310763,-1.104117000502561,-1.2098741014062009,-0.9347281488451916,-1.2509542027638192,-0.9245817216014399,-1.0176602125795635,-0.8191303692313209,-0.331122394256437,-5.674801544195159e-16,4.3293333705759996e-16,2.6157647430930184e-16,-0.9410988346313649,-0.7915047502845455,-1.0255897345972227,-1.11211850988347,-0.9330821452765087,-1.1406474394443245,-1.278356257621278,-1.07632675872608,-1.5214954483841296,-1.121444977425037,-1.1719951950518754,-0.9805619954982342,-0.7006870858879712,-0.6445515494881376,-1.0205140683636027,-0.949124860026501,-1.4781343451201172,-1.18047162514052,-1.2631425579257347,-1.0866301040003683,-1.2283274375283515,-1.0636915788957482,-0.03948356130054698,-0.8938575528241116,-0.8917395452434786,-0.8275624305612055,-0.3759278519633224,-0.29660393730901674,0.0,2.3443835004744803e-16,-4.3960260225055425e-16,2.588470731064469e-16,-1.4265432207866375,-0.9317364593609241,-1.1487363499031091,-0.9595484655401374,-0.8989162515149646,-0.7251705238857383,-1.1931402911850189,-1.0170925054614564,-1.4848813907715819,-1.0180460174043204,-1.220322284888674,-0.9369242514644279,-0.7029368425748647,-0.48361548529333054,-1.1124668540316203,-0.9348614049801985,-1.4725566478169483,-1.0691611390736906,-1.068276190100902,-1.0152763781638914,-1.202419445642965,-0.8656402227157548,-0.8832804920497017,-0.8719656625028905,0.9855858773107626,-0.855175597096907,0.29091373935304865,-0.9950794887766258,-1.0371298288640256,-0.9209958794477092,-1.010224531736007,-0.955104633275311,0.8711508271689727,-0.9906108020706311,-0.9081823934379039,-0.9484773948521901,-0.9136910485901445,-0.7517985392294502,-0.88832877151909,-0.7927998517331625,0.9155916264319558,-1.0220648183467484,-0.8794567715536515,-0.7430380805575533,0.2620341992536334,-0.8480055156754752,-1.1220059983471553,-0.8359708115866888,-0.810962625889811,-0.49431964199362743,1,0,0,1,1,0,1
