school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
1,1,1.0309000226943976,1,1,0,1.30920583242787,1.5395279876548638,3,4,0,2,0.5762735073900959,0.08358847726281282,-0.3740166363626132,0,1,1,1,0,0,1,1,0.07255019017369499,-0.17151424526772402,0.6932502514632959,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,0.07337676810107183,8
1,1,0.20997472854879742,1,1,1,-1.3350096818221955,-1.1879160450694493,3,2,0,1,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,1,0,0,1,1.1188851551232093,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,8
1,1,-1.431875859742403,1,0,1,-1.3350096818221955,-1.1879160450694493,3,2,1,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,0,1,1,1,0,0,0,1,0.07255019017369499,-0.17151424526772402,-1.0077683239608213,0.538138217476116,0.560245863951196,-0.3707562300992627,0.5043407726041995,9
1,1,-1.431875859742403,1,1,1,1.30920583242787,-0.2787680341613449,1,0,3,2,-0.7594461579533764,1.2891200715642674,-0.3740166363626132,1,0,1,0,0,0,0,0,-0.9737847747758194,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,11
1,1,-0.6109505655968028,1,1,1,0.4278006610111815,0.6303799767467595,2,2,3,1,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,1,1,0.07255019017369499,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,10
1,0,-0.6109505655968028,1,0,1,1.30920583242787,0.6303799767467595,0,2,2,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,0,0,0,0,1,1.1188851551232093,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.5043407726041995,10
1,0,-0.6109505655968028,1,0,1,-0.453604510405507,-0.2787680341613449,2,2,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,1,1,1,0,0,0,1,0.07255019017369499,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,10
1,1,0.20997472854879742,1,1,0,1.30920583242787,1.5395279876548638,2,4,3,2,0.5762735073900959,0.08358847726281282,-0.3740166363626132,0,0,1,1,0,0,1,1,0.07255019017369499,-2.074296214135297,0.6932502514632959,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.35758723640205586,10
1,0,-1.431875859742403,1,0,0,0.4278006610111815,-0.2787680341613449,0,2,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,0,1,0.07255019017369499,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.7885512409051836,14
1,0,-1.431875859742403,1,1,1,0.4278006610111815,1.5395279876548638,2,2,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,0,0,0,0,1,1.1188851551232093,1.7312677235998488,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,10
1,1,-1.431875859742403,1,1,1,1.30920583242787,1.5395279876548638,4,3,2,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,0,1,-0.9737847747758194,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.0621952914050714,-0.35758723640205586,11
1,1,-1.431875859742403,1,1,1,-0.453604510405507,-1.1879160450694493,0,2,2,1,1.9119931727335682,1.2891200715642674,-0.3740166363626132,1,0,1,0,0,0,0,1,1.1188851551232093,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,10
1,0,-1.431875859742403,1,0,1,1.30920583242787,1.5395279876548638,1,0,0,1,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,1,0,0,0,0,1,0.07255019017369499,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.7885512409051836,9
1,0,-1.431875859742403,1,1,1,1.30920583242787,0.6303799767467595,4,2,0,2,0.5762735073900959,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,0,1,1.1188851551232093,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,10
1,0,-1.431875859742403,1,1,0,-0.453604510405507,-0.2787680341613449,2,2,3,0,-0.7594461579533764,1.2891200715642674,-0.3740166363626132,1,0,1,1,0,0,0,0,0.07255019017369499,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,12
1,1,-0.6109505655968028,1,1,1,1.30920583242787,1.5395279876548638,1,2,3,2,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,1,1,0,0,0,1,0.07255019017369499,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.21833992984821768,-1.0621952914050714,0.5043407726041995,14
1,1,-0.6109505655968028,1,1,1,1.30920583242787,1.5395279876548638,0,0,2,2,-0.7594461579533764,1.2891200715642674,-0.3740166363626132,1,0,1,0,0,0,0,1,-0.9737847747758194,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.0621952914050714,1.366268781610455,11
1,1,-0.6109505655968028,1,1,1,0.4278006610111815,0.6303799767467595,2,2,2,2,1.9119931727335682,0.08358847726281282,-0.3740166363626132,0,0,1,0,0,0,1,1,1.1188851551232093,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.35758723640205586,11
1,0,0.20997472854879742,1,1,1,0.4278006610111815,-0.2787680341613449,0,0,0,2,-0.7594461579533764,-1.1219431170386418,4.682999967790219,1,0,0,0,0,0,0,1,1.1188851551232093,1.7312677235998488,1.5437595391753545,0.538138217476116,1.3388316577506099,1.0121218925123545,-0.35758723640205586,4
1,0,-0.6109505655968028,1,0,1,1.30920583242787,0.6303799767467595,1,2,3,1,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,1,1,0,0,0,0,1,-0.9737847747758194,-2.074296214135297,-0.15725903624876267,-0.543136405254532,0.560245863951196,1.0121218925123545,0.5043407726041995,9
1,0,-1.431875859742403,1,1,1,1.30920583242787,0.6303799767467595,4,2,2,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,1,1,1,0,0,0,1,0.07255019017369499,0.7798767391660624,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.7885512409051836,11
1,0,-1.431875859742403,1,1,1,1.30920583242787,1.5395279876548638,1,3,1,1,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,0,1,0,0,0,1,1.1188851551232093,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,9
1,0,-0.6109505655968028,1,0,1,1.30920583242787,-0.2787680341613449,4,2,0,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,1,1,0,0,0,0,1,0.07255019017369499,1.7312677235998488,-1.8582776116728796,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.7885512409051836,11
1,0,-0.6109505655968028,1,0,1,-0.453604510405507,-0.2787680341613449,2,2,2,2,0.5762735073900959,0.08358847726281282,-0.3740166363626132,1,0,1,0,0,0,0,1,1.1188851551232093,0.7798767391660624,0.6932502514632959,0.538138217476116,1.3388316577506099,1.0121218925123545,-0.35758723640205586,7
1,1,-1.431875859742403,0,1,1,-0.453604510405507,1.5395279876548638,0,3,0,2,-0.7594461579533764,1.2891200715642674,-0.3740166363626132,0,0,1,0,0,0,0,1,0.07255019017369499,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,7
1,1,-0.6109505655968028,1,1,1,-0.453604510405507,-0.2787680341613449,0,0,3,2,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,1,1,1,0,0,1,-3.066454704674848,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,0.560245863951196,1.0121218925123545,0.5043407726041995,9
1,0,-1.431875859742403,1,1,1,-0.453604510405507,-0.2787680341613449,2,2,3,2,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,1,1,0,0,0,1,0.07255019017369499,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.9353047771073273,9
1,0,-1.431875859742403,1,1,1,1.30920583242787,-0.2787680341613449,1,0,1,2,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,1,1,1,0,0,0,1,-2.0201197397253337,-1.1229052297015105,0.6932502514632959,0.538138217476116,1.3388316577506099,-1.75363435271088,-0.7885512409051836,8
1,0,-0.6109505655968028,1,0,0,0.4278006610111815,1.5395279876548638,0,2,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,0,0,0,0,0,0,0,1,1.1188851551232093,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,10
1,0,-0.6109505655968028,1,1,1,1.30920583242787,1.5395279876548638,4,4,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,0,0,0,0,0,0,0.07255019017369499,0.7798767391660624,1.5437595391753545,3.78196208566806,2.1174174515500237,1.0121218925123545,0.07337676810107183,9
1,0,-1.431875859742403,1,1,1,1.30920583242787,1.5395279876548638,1,0,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,0,1,1,0,0,1,1.1188851551232093,0.7798767391660624,-1.0077683239608213,1.619412840206764,1.3388316577506099,1.0121218925123545,-0.7885512409051836,8
1,0,-1.431875859742403,1,1,1,1.30920583242787,1.5395279876548638,0,0,2,2,0.5762735073900959,0.08358847726281282,-0.3740166363626132,1,0,1,0,0,0,0,1,0.07255019017369499,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,12
1,0,-1.431875859742403,0,1,1,1.30920583242787,0.6303799767467595,4,1,0,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,0,0,0,0,0,0.07255019017369499,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,12
1,0,-1.431875859742403,1,0,1,0.4278006610111815,0.6303799767467595,2,2,0,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,1,1,0,1,0,0,1,1.1188851551232093,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,-0.7885512409051836,9
1,0,-0.6109505655968028,1,1,1,0.4278006610111815,-0.2787680341613449,2,2,3,2,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,1,1,1,0,0,1,1.1188851551232093,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,9
1,1,-1.431875859742403,1,1,1,-0.453604510405507,0.6303799767467595,2,2,1,1,0.5762735073900959,-1.1219431170386418,-0.3740166363626132,1,0,1,0,0,0,1,1,-0.9737847747758194,1.7312677235998488,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,8
1,0,-1.431875859742403,1,0,1,1.30920583242787,0.6303799767467595,4,0,3,2,-0.7594461579533764,1.2891200715642674,-0.3740166363626132,1,0,1,0,0,0,0,1,1.1188851551232093,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,11
1,0,-0.6109505655968028,0,1,0,1.30920583242787,1.5395279876548638,2,4,2,2,0.5762735073900959,1.2891200715642674,-0.3740166363626132,1,0,1,0,0,0,0,0,-2.0201197397253337,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,10
1,1,-1.431875859742403,0,1,1,0.4278006610111815,1.5395279876548638,0,3,0,2,-0.7594461579533764,1.2891200715642674,-0.3740166363626132,0,0,1,0,0,0,0,1,0.07255019017369499,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,9
1,1,-1.431875859742403,0,1,1,-0.453604510405507,-0.2787680341613449,3,2,2,2,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,0,0,1,0,0,0,1,1,0.07255019017369499,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,0.9353047771073273,9
1,1,-0.6109505655968028,1,0,1,-0.453604510405507,-0.2787680341613449,2,2,3,2,0.5762735073900959,0.08358847726281282,-0.3740166363626132,1,0,1,0,1,0,0,0,-0.9737847747758194,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,2.659160795119838,7
1,0,-1.431875859742403,1,0,1,1.30920583242787,1.5395279876548638,4,2,3,0,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,1,0,1,1,1,0,0,0,1.1188851551232093,0.7798767391660624,-0.15725903624876267,0.538138217476116,1.3388316577506099,1.0121218925123545,0.9353047771073273,8
1,0,-1.431875859742403,1,1,1,1.30920583242787,1.5395279876548638,0,4,0,1,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,0,0,0,0,1,0.07255019017369499,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,12
1,0,-1.431875859742403,1,1,1,-0.453604510405507,-0.2787680341613449,0,0,0,1,-0.7594461579533764,-1.1219431170386418,-0.3740166363626132,0,0,1,1,0,0,0,1,1.1188851551232093,0.7798767391660624,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.7885512409051836,7
1,1,-0.6109505655968028,1,0,1,-0.453604510405507,-0.2787680341613449,2,1,0,1,0.5762735073900959,0.08358847726281282,1.3116555650216641,0,1,1,0,0,0,0,1,0.07255019017369499,-0.17151424526772402,-0.15725903624876267,0.538138217476116,-0.21833992984821768,1.0121218925123545,2.2281967906167104,8
1,1,-1.431875859742403,1,0,0,1.30920583242787,0.6303799767467595,2,2,0,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,0,0,0,0,0,0,0,0,1.1188851551232093,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,8
1,1,-0.6109505655968028,1,0,0,0.4278006610111815,0.6303799767467595,2,0,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,0,1,-2.0201197397253337,-0.17151424526772402,1.5437595391753545,-0.543136405254532,1.3388316577506099,-0.3707562300992627,0.5043407726041995,10
1,0,-0.6109505655968028,1,1,1,1.30920583242787,0.6303799767467595,1,0,2,2,-0.7594461579533764,2.4946516658657223,-0.3740166363626132,1,1,1,0,0,0,0,1,0.07255019017369499,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,-0.35758723640205586,14
1,0,-1.431875859742403,1,1,1,1.30920583242787,-0.2787680341613449,4,2,3,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,1,1,0.07255019017369499,-0.17151424526772402,-0.15725903624876267,0.538138217476116,-0.21833992984821768,1.0121218925123545,0.07337676810107183,10
1,1,-1.431875859742403,1,1,1,1.30920583242787,1.5395279876548638,0,4,1,1,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,0,0,1,0,1,0,0,1,0.07255019017369499,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,9
1,1,-0.6109505655968028,1,0,1,-0.453604510405507,-0.2787680341613449,0,0,0,2,1.9119931727335682,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,0,1,0.07255019017369499,-0.17151424526772402,-0.15725903624876267,0.538138217476116,0.560245863951196,0.32068283120654595,-0.7885512409051836,10
1,1,-1.431875859742403,1,0,1,1.30920583242787,-0.2787680341613449,1,2,1,2,-0.7594461579533764,0.08358847726281282,-0.3740166363626132,1,0,1,1,0,0,0,1,0.07255019017369499,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,13
1,0,-1.431875859742403,1,0,0,1.30920583242787,-0.2787680341613449,1,3,1,1,0.5762735073900959,-1.1219431170386418,-0.3740166363626132,1,1,1,1,0,0,1,1,1.1188851551232093,1.7312677235998488,1.5437595391753545,1.619412840206764,1.3388316577506099,1.0121218925123545,0.07337676810107183,6
