year,semester,timeInterval,semesterId,teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,leadAdminHoursResponseCount,leadAdminHoursTotal,leadAdminHoursAverage,leadAdminHoursStandardDeviation,globalLeadAdminHoursResponseCount,globalLeadAdminHoursTotal,globalLeadAdminHoursAverage,globalLeadAdminHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageLeadAdminHoursResponseCountByWeek,standardDeviationLeadAdminHoursResponseCountByWeek,averageLeadAdminHoursTotalByWeek,standardDeviationLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursResponseCountByWeek,standardDeviationGlobalLeadAdminHoursResponseCountByWeek,averageGlobalLeadAdminHoursTotalByWeek,standardDeviationGlobalLeadAdminHoursTotalByWeek,averageGlobalLeadAdminHoursAverageByWeek,standardDeviationGlobalLeadAdminHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,standardDeviationUniqueCommitMessageCountByStudent,averageUniqueCommitMessagePercentByStudent,standardDeviationUniqueCommitMessagePercentByStudent,averageCommitMessageLengthTotalByStudent,standardDeviationCommitMessageLengthTotalByStudent,averageCommitMessageLengthAverageByStudent,standardDeviationCommitMessageLengthAverageByStudent,averageCommitMessageLengthStandardDeviationByStudent,issueCount,onTimeIssueCount,lateIssueCount,processLetterGrade
0.0,1,0.0,0.0,0.0,0.0,0,0,0.011904761904761904,0.003340292160415096,0.18248175101326655,0.0,0.005230125422497308,0.25578703600357267,0.0,0.025782688756617794,0.13333333333333333,0.0,0.0,0.0,0.0,0.006194690262745712,0.21538461022863917,0.0,0.07142857142857142,0.013592232993345273,0.10344827585850178,0.0,0.08333333333333333,0.05063291139240506,0.3333333333333333,0.0,0.0,0.0,0.02025782664227452,0.0,0.18248175101326655,0.0,0.024242424072898686,0.0,0.272180056465414,0.0,0.09486166007905138,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.21538461022863917,0.0,0.2857142857142857,0.0,0.07692307692307693,0.0,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.027118643878716844,0.0,0.18840579659567316,0.0,0.03643336510295547,0.0,0.21664766144916525,0.0,0.12891344375539118,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.027906976746782042,0.0,0.21538461022863917,0.0,0.005108556832694764,0.004373177842565598,0.75,0.0019200970154281479,0.07840198596356866,0.04280985528100181,0.02973977695167286,0.0,0.031746031746031744,0.0,0.75,0.0,0.00877260484801847,0.0,0.02554278416347382,0.0,0.02186588921282799,0.0,0.75,0.0,0.009664292980671414,0.0,0.07709371934510265,0.0,0.09997701069723892,0.16666666666666666,0.2,0.0,1
0.3333333333333333,1,0.0,0.3333333333333333,0.0,0.39997599903996156,1,0,0.03571428571428571,0.02588726626064914,0.3090024472118565,0.26057935838284213,0.020920503000658692,0.2689043328585458,0.19516716917226412,0.019643954217442375,0.03386243537777778,0.023893601260977226,0.003302600945738126,0.03757472378954464,0.029361348469270018,0.04955752431966481,0.574358986312268,0.38440385405972594,0.07142857142857142,0.015533981258968802,0.11822660627178529,0.0,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.1111111111111111,0.0,0.11970534608338844,0.0,0.3090024472118565,0.0,0.0848484886672666,0.0,0.28613802186679704,0.0,0.072275553770751,0.0,0.03386243537777778,0.0,0.009445100776859503,0.0,0.043080238818106346,0.0,0.2758620813103448,0.0,0.574358986312268,0.0,0.2857142857142857,0.0,0.08791209184615385,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.0,0.0,0.046704333557099596,0.05339983024726804,0.31400967610873065,0.26413477376006556,0.03835091253154621,0.03046988155358762,0.22805018122597126,0.17008896993524203,0.03273992368870293,0.008623645744288333,0.03386243537777778,0.015820280153477844,0.006910850342620794,0.0042927876487383245,0.043080238818106346,0.022352126622342792,0.07441860798831801,0.06663433959677395,0.574358986312268,0.3348353800366108,0.005108556832694764,0.004373177842565598,0.75,0.004278110894024119,0.1746851266205828,0.0193386545464385,0.02973977695167286,0.0,0.031746031746031744,0.0,0.75,0.0,0.019545979222777992,0.0,0.02554278416347382,0.0,0.02186588921282799,0.0,0.75,0.0,0.021532722956934553,0.0,0.17177021678645676,0.0,0.04516298548006316,0.16666666666666666,0.2,0.0,0
0.3333333333333333,1,0.0,0.3333333333333333,0.25,0.0,0,0,0.03571428571428571,0.009185804157947357,0.1143552363616957,0.03722562263740137,0.010460251500329346,0.1377314875784907,0.0,0.027010437048983267,0.04656084864444445,0.011946800630488613,0.003302600945738126,0.03757472378954464,0.029361348469270018,0.010619469497071031,0.12307692563834315,0.0,0.07142857142857142,0.015533981258968802,0.11822660627178529,0.0,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.1111111111111111,0.0,0.04604051772239688,0.0,0.1143552363616957,0.0,0.0444444464481257,0.0,0.14655849902281784,0.0,0.09937888643478261,0.0,0.04656084864444445,0.0,0.009445100776859503,0.0,0.043080238818106346,0.0,0.059113303137931034,0.0,0.12307692563834315,0.0,0.2857142857142857,0.0,0.08791209184615385,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.0,0.0,0.01657250546084799,0.007628547182226797,0.12077295236511937,0.03773353912859203,0.019175456265773102,0.0,0.11402509061298562,0.0,0.04501739507196654,0.004311822872144167,0.04656084864444445,0.007910140076738922,0.006910850342620794,0.0042927876487383245,0.043080238818106346,0.022352126622342792,0.015946844568925287,0.0,0.12307692563834315,0.0,0.008939974457215836,0.0014577259475218659,0.1429,0.0,0.0,0.0,0.05204460966542751,0.0,0.010582010582010581,0.0,0.1429,0.0,0.0,0.0,0.04469987228607918,0.0,0.00728862973760933,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.1,0.0,1
0.0,1,0.0,0.0,0.75,0.0,0,1,0.011904761904761904,0.003340292160415096,0.18248175101326655,0.0,0.0015690375612157199,0.11805555462299865,0.0,0.0064456721891544486,0.03333333333333333,0.0,0.0,0.0,0.0,0.006194690262745712,0.21538461022863917,0.0,0.0,0.1021749643567135,0.1345789286945191,0.10256253695368478,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.0,0.0,0.02025782664227452,0.0,0.18248175101326655,0.0,0.01010100992902765,0.0,0.1256215640377284,0.0,0.023715415019762844,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.21538461022863917,0.0,0.0,0.0,0.12402132811420669,0.11225582969912234,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.0,0.0,0.027118643878716844,0.0,0.18840579659567316,0.0,0.016299136924900422,0.0,0.09692132166328406,0.0,0.032228360938847796,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.027906976746782042,0.0,0.21538461022863917,0.0,0.002554278416347382,0.0029154518950437317,1.0,0.0015158660648116958,0.12379260941616105,0.013319514922659731,0.01486988847583643,0.0,0.021164021164021163,0.0,1.0,0.0,0.006925740669488265,0.0,0.01277139208173691,0.0,0.01457725947521866,0.0,1.0,0.0,0.0076297049847405905,0.0,0.12172692528174102,0.0,0.03110604502547206,0.0,0.0,0.0,0
0.0,1,0.0,0.0,0.75,0.20004800192007677,0,1,0.03571428571428571,0.029645093795030532,0.35279805291956595,0.13421889110512236,0.016213389006342078,0.20987654225595848,0.05412963354857658,0.09883364023370154,0.17037037037777777,0.09557440499322294,0.017338654189220384,0.1972672910673981,0.15256604196473683,0.018584070788237136,0.21538461022863917,0.0,0.07142857142857142,0.02038834949001791,0.15517241378775265,0.0,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.1111111111111111,0.0,0.1362799261188473,0.0,0.35279805291956595,0.0,0.06666666650451178,0.0,0.22332722570503827,0.0,0.36363636363636365,0.0,0.17037037037777777,0.0,0.049586776859504134,0.0,0.22617124367389516,0.0,0.10344827586206896,0.0,0.21538461022863917,0.0,0.2857142857142857,0.0,0.11538461538461539,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.0,0.0,0.05348399228836073,0.04813395436873503,0.3574879223387243,0.23808785699302093,0.029721955716981864,0.014788942455436877,0.17673888156044695,0.08255483318019831,0.16472273369460616,0.06036551748885808,0.17037037037777777,0.1107419560823127,0.03628196267514134,0.03903546137355769,0.22617124367389516,0.20325384034306304,0.027906976746782042,0.0,0.21538461022863917,0.0,0.001277139208173691,0.0014577259475218659,1.0,0.00043791686316782324,0.07152461877378194,0.0,0.007434944237918215,0.0,0.010582010582010581,0.0,1.0,0.0,0.0020007695267410543,0.0,0.006385696040868455,0.0,0.00728862973760933,0.0,1.0,0.0,0.002204136995591726,0.0,0.07033111238500592,0.0,0.0,0.0,0.0,0.0,0
0.3333333333333333,1,0.0,0.3333333333333333,0.75,0.20004800192007677,0,1,0.08333333333333333,0.027557412482610344,0.12825860857987714,0.053510800283424684,0.03556485511576413,0.1827050345513284,0.07780984722395619,0.036832414157704454,0.027210885577777778,0.031562153595206456,0.0016513004719058042,0.008051726521634155,0.01887515257968212,0.026548673739580232,0.13186813453558743,0.06994031300564323,0.14285714285714285,0.011650485937430483,0.04433497737778155,0.04622501635377751,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.3333333333333333,0.0,0.12707182897105299,0.0,0.12825860857987714,0.0,0.14141414783062953,0.0,0.19441433544740477,0.0,0.1355166633201581,0.0,0.027210885577777778,0.0,0.004722550385674931,0.0,0.009231479741352043,0.0,0.1477832578275862,0.0,0.13186813453558743,0.0,0.5714285714285714,0.0,0.06593406884615384,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.014708866790784685,0.10122204119702409,0.022598871080098313,0.008091296148621249,0.14009662473948048,0.02983098201502179,0.03068073002523696,0.008963453093012538,0.15963512685817985,0.03729447383539067,0.03069367844741621,0.013720136353447597,0.026455027644444445,0.017068773645140624,0.0017277125826317017,0.0029390707872072384,0.010770059685678983,0.015303454948905495,0.019933555704179862,0.014921532400665028,0.13333333616205123,0.06571432614585704,0.005108556832694764,0.0029154518950437317,0.5,0.005153944620359766,0.2104474360074738,0.019225063814047583,0.02973977695167286,0.0,0.021164021164021163,0.0,0.5,0.0,0.0235475182762601,0.0,0.02554278416347382,0.0,0.01457725947521866,0.0,0.5,0.0,0.025940996948118005,0.0,0.20693577297895974,0.0,0.044897708669552804,0.0,0.0,0.0,0
0.3333333333333333,1,0.0,0.3333333333333333,1.0,0.17148685947437897,0,1,0.10714285714285714,0.0375782897383859,0.13381995744671177,0.0671094455920449,0.04184100601230065,0.16396605663450173,0.1115910982710105,0.04297114986139798,0.024691359133333333,0.028299323282426698,0.055043349095635435,0.2087484655193888,0.5398313977791085,0.031858408491213096,0.12307692563834315,0.14359163168013384,0.07142857142857142,0.003883495307946084,0.029556651516222183,0.0,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.4444444444444444,0.0,0.17127072596186524,0.0,0.13381995744671177,0.0,0.16565657314797266,0.0,0.17447440359161365,0.0,0.15810277391304348,0.0,0.024691359133333333,0.0,0.15741834628099174,0.0,0.2393346601257209,0.0,0.1773399094137931,0.0,0.12307692563834315,0.0,0.2857142857142857,0.0,0.021978022923076927,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.025208897673228457,0.1226996429352926,0.026472963261642203,0.022650910802076336,0.14285714930641819,0.0704900073236978,0.03068073002523696,0.0303020021257417,0.13357224895247186,0.10308948341069717,0.03069367844741621,0.017112016513621608,0.02312925273333333,0.020393261094404112,0.049363216736461095,0.0877255334039385,0.30463883161539823,0.45752269225011727,0.02050308586237238,0.02501750841617833,0.14065934364821633,0.1317571929155448,0.0140485312899106,0.014577259475218658,0.9091,0.009802600552448967,0.14554984825777034,0.04379992504570253,0.040892193308550186,0.04477988580958187,0.05291005291005291,0.0431543711158162,0.94445,0.12344444444444444,0.022393228164678723,0.030110844624329978,0.011706896551724138,0.00430087144278466,0.013362244897959185,0.0064103610490899385,1.0,0.0,0.008223126483553746,0.004690467840292313,0.11015538344630674,0.08179456879058256,0.020142485386711845,0.0,0.0,0.0,0
0.3333333333333333,1,0.0,0.3333333333333333,0.75,0.20004800192007677,0,1,0.11904761904761904,0.04759916699416146,0.15328467853172786,0.19017885311611493,0.05020920718327542,0.1770833410936415,0.17973157736159012,0.06875383977823676,0.03555555715555555,0.04054878593067583,0.004403467927650835,0.015029889528969009,0.02385327225295742,0.06548672853739525,0.22769231233401171,0.21547717365726368,0.14285714285714285,0.0233009718884532,0.08866995465211482,0.09245003270755502,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.5,0.0,0.2154696229526775,0.0,0.15328467853172786,0.0,0.19797980681015406,0.0,0.18843235580273232,0.0,0.25296443826086956,0.0,0.03555555715555555,0.0,0.01259346770247934,0.0,0.01723209554232062,0.0,0.36453203586206895,0.0,0.22769231233401171,0.0,0.5714285714285714,0.0,0.13186813776923076,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.05882664360777533,0.12803687998023208,0.04067796793784928,0.04178327371261214,0.1884058056246587,0.21051459969554553,0.04410354940121102,0.036470962951221854,0.15963512685817985,0.1375352235735704,0.05729486645523013,0.02341919268257034,0.03597883757777778,0.020928263473898864,0.004607233561747195,0.004956884207098447,0.014360079606035447,0.012905006317039648,0.04916943742782971,0.040527309401434744,0.24102564601483223,0.11101197147227564,0.011494252873563218,0.011661807580174927,0.8889,0.010510004716027758,0.19073250012654355,0.07953247430548507,0.06691449814126393,0.0,0.08465608465608465,0.0,0.8889,0.0,0.0480184686417853,0.0,0.05747126436781609,0.0,0.05830903790087464,0.0,0.8889,0.0,0.052899287894201424,0.0,0.18754981336286805,0.0,0.18573804985381595,0.0,0.0,0.0,0
0.3333333333333333,1,0.0,0.3333333333333333,0.75,0.20004800192007677,0,1,0.09523809523809523,0.02588726626064914,0.10218978572188182,0.04733933555021925,0.020920503000658692,0.08854167061568646,0.0799157175699915,0.03437691988052415,0.022222223222222223,0.016762813058764488,0.007706068873388959,0.03287788329119315,0.07064478644206881,0.02831858532552275,0.12307692563834315,0.06217700042334865,0.07142857142857142,0.007766990629484401,0.05911330313589264,0.0,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.3888888888888889,0.0,0.11970534608338844,0.0,0.10218978572188182,0.0,0.0848484886672666,0.0,0.09421617797464539,0.0,0.1264822190988142,0.0,0.022222223222222223,0.0,0.02203856847933884,0.0,0.037695208937571646,0.0,0.15763547503448277,0.0,0.12307692563834315,0.0,0.2857142857142857,0.0,0.04395604592307693,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.029408910026205954,0.12803687998023208,0.02109227966737613,0.021744705071280113,0.10628019810971083,0.04856132033516502,0.017257910629128678,0.021751641206050734,0.06841505436779136,0.07458894749565609,0.028647433227615066,0.010112120980884678,0.022222223222222223,0.011615388236912006,0.0080626587270106,0.01152542201123692,0.028720159212070894,0.030264922518046966,0.021262459425233714,0.0203232830520072,0.11282051511463506,0.04860949656799734,0.0038314176245210726,0.0029154518950437317,0.6667,0.003772822205753554,0.2054038500051718,0.053021649527123745,0.022304832713754646,0.0,0.021164021164021163,0.0,0.6667,0.0,0.017237398999615235,0.0,0.019157088122605366,0.0,0.01457725947521866,0.0,0.6667,0.0,0.018989487962021025,0.0,0.2019763475387032,0.0,0.12382536654616912,0.0,0.0,0.0,0
0.3333333333333333,1,0.0,0.3333333333333333,0.25,0.0,0,0,0.03571428571428571,0.010855950368217538,0.13381995744671177,0.03722562263740137,0.004184100600131737,0.059027780410457656,0.0,0.008594229967982482,0.014814815466666667,0.015804131696848807,0.0,0.0,0.0,0.00530973474543817,0.061538462711479266,0.05076730820032273,0.07142857142857142,0.003883495307946084,0.029556651516222183,0.0,0.0,0.16349373842545709,0.21882259336419754,0.13276648354208015,0.1111111111111111,0.0,0.05340700055849605,0.0,0.13381995744671177,0.0,0.02020202111664116,0.0,0.06281078531643028,0.0,0.031620554766798425,0.0,0.014814815466666667,0.0,0.0,0.0,0.0,0.0,0.029556651551724135,0.0,0.061538462711479266,0.0,0.2857142857142857,0.0,0.021978022923076927,0.0,0.0,0.0,0.23634869466512345,0.14858147692082513,0.21550571608179014,0.12225145480580682,0.0,0.0,0.019585688270473148,0.007628547182226797,0.14009662473948048,0.03773353912859203,0.00767018250630924,0.0,0.045610036245194246,0.0,0.014323716603064746,0.005704005499204927,0.014814815466666667,0.010464131722266982,0.0,0.0,0.0,0.0,0.007973422270509156,0.008800239709305028,0.061538462711479266,0.04422091710234465,0.001277139208173691,0.0014577259475218659,1.0,0.0016842956275685509,0.275094687591469,0.0,0.007434944237918215,0.0,0.010582010582010581,0.0,1.0,0.0,0.007695267410542516,0.0,0.006385696040868455,0.0,0.00728862973760933,0.0,1.0,0.0,0.0084774499830451,0.0,0.2705042784038689,0.0,0.0,0.0,0.0,0.0,1
